bin_center,count
-25.844665936724205,16
-25.482540346991627,7
-25.12041475725905,0
-24.758289167526463,0
-24.396163577793885,0
-24.034037988061304,0
-23.671912398328722,0
-23.309786808596144,0
-22.947661218863562,0
-22.58553562913098,0
-22.223410039398402,0
-21.86128444966582,0
-21.49915885993324,1
-21.13703327020066,37
-20.774907680468075,58
-20.412782090735497,87
-20.050656501002916,105
-19.688530911270334,91
-19.326405321537756,88
-18.964279731805174,63
-18.602154142072592,41
-18.240028552340014,11
-17.877902962607433,0
-17.51577737287485,0
-17.153651783142273,0
-16.79152619340969,0
-16.42940060367711,0
-16.067275013944528,0
-15.705149424211948,0
-15.343023834479368,3
-14.980898244746786,48
-14.618772655014205,164
-14.256647065281626,241
-13.894521475549045,213
-13.532395885816463,139
-13.170270296083883,92
-12.808144706351303,55
-12.446019116618722,13
-12.08389352688614,3
-11.72176793715356,4
-11.35964234742098,8
-10.997516757688398,0
-10.635391167955818,0
-10.273265578223238,14
-9.911139988490657,26
-9.549014398758077,85
-9.186888809025495,182
-8.824763219292915,268
-8.462637629560335,289
-8.100512039827754,133
-7.738386450095172,32
-7.376260860362592,2
-7.014135270630012,0
-6.6520096808974305,11
-6.289884091164849,39
-5.927758501432269,57
-5.565632911699689,78
-5.203507321967107,157
-4.841381732234527,268
-4.4792561425019475,260
-4.117130552769366,234
-3.755004963036784,140
-3.392879373304204,35
-3.0307537835716243,88
-2.6686281938390426,123
-2.3065026041064627,52
-1.9443770143738828,73
-1.582251424641301,55
-1.2201258349087194,31
-0.8580002451761395,18
-0.4958746554435596,20
-0.1337490657109779,35
0.22837652402160202,37
0.5905021137541819,36
0.9526277034867636,35
1.3147532932193453,42
1.6768788829519252,101
2.039004472684505,131
2.401130062417087,117
2.7632556521496685,95
3.1253812418822484,113
3.4875068316148283,131
3.84963242134741,111
4.21175801107999,101
4.57388360081257,91
4.9360091905451515,132
5.298134780277733,183
5.660260370010313,165
6.022385959742893,132
6.384511549475473,50
6.746637139208055,17
7.108762728940636,20
7.4708883186732145,7
7.833013908405796,0
8.195139498138378,20
8.557265087870956,55
8.919390677603538,48
9.28151626733612,83
9.643641857068701,139
10.005767446801283,207
10.36789303653386,106
10.730018626266443,24
11.092144215999024,0
11.454269805731602,0
11.816395395464184,0
12.178520985196766,2
12.540646574929344,18
12.902772164661926,72
13.264897754394507,141
13.627023344127089,31
13.98914893385967,10
14.351274523592249,14
14.71340011332483,20
15.075525703057412,25
15.43765129278999,16
15.799776882522572,15
16.161902472255154,42
16.52402806198773,52
16.886153651720313,41
17.248279241452895,74
17.610404831185473,128
17.972530420918055,222
18.334656010650637,197
18.69678160038322,120
19.0589071901158,71
19.421032779848378,57
19.78315836958096,56
20.14528395931354,24
20.50740954904612,0
20.8695351387787,0
21.231660728511283,0
21.59378631824386,13
21.955911907976443,42
22.318037497709025,26
22.680163087441606,12
23.042288677174188,5
23.404414266906766,3
23.766539856639348,5
24.12866544637193,2
24.490791036104508,0
24.85291662583709,0
25.21504221556967,0
25.57716780530225,0
25.93929339503483,0
26.301418984767412,10
26.66354457449999,12
27.025670164232572,0
27.387795753965154,3
27.749921343697736,10
28.112046933430317,4
