icohp_num,icohp_num,atom1,atom2,bond_dist,icohp_value,icohp_scaled
1,1,As1,As2,2.52304,-3.83185,0.7700446530845194
2,2,As1,As2,2.52304,-3.83249,0.7701732668293094
3,3,As1,As2,2.52304,-3.83271,0.7702174778040811
4,4,As3,As4,2.52304,-3.83104,0.7698818763137693
5,5,As3,As4,2.52304,-3.83218,0.7701109695466768
6,6,As3,As4,2.52304,-3.83174,0.7700225475971335
7,7,As5,As6,2.52304,-3.8318,0.7700346051357075
8,8,As5,As6,2.52304,-3.83199,0.7700727873411921
9,9,As5,As6,2.52304,-3.83143,0.7699602503145008
