icohp_num,icohp_num,atom1,atom2,bond_dist,icohp_value,icohp_scaled,in_dumbbell,color_indumb,center1,b,c,center2,e,f,dih_angle
230.0,230,As125,As240,2.53205,-3.70626,0.744806215259217,True,1,As125,As67,As124,As240,As63,As223,72.440257
231.0,231,As126,As127,2.47726,-4.30501,0.8651304022796786,True,1,As126,As118,As128,As127,As16,As132,35.969556
232.0,232,As126,As128,2.46505,-4.29635,0.8633900975454871,True,1,As126,As118,As127,As128,As134,As135,-69.934752
233.0,233,As127,As132,2.48217,-4.15954,0.8358969000068326,True,1,As127,As16,As126,As132,As134,As478,96.924529
234.0,234,As128,As134,2.47069,-4.30141,0.864406949965234,True,1,As128,As126,As135,As134,As132,As136,57.892989
235.0,235,As128,As135,2.47403,-4.20713,0.8454605376858368,True,1,As128,As126,As134,As135,As16,As290,119.011673
236.0,236,As129,As130,2.48453,-4.20997,0.846031261178343,True,1,As129,As158,As474,As130,As133,As467,156.038397
237.0,237,As129,As158,2.49437,-3.98182,0.800182470750421,True,1,As129,As130,As474,As158,As154,As164,-151.000413
238.0,238,As129,As474,2.54743,-3.79234,0.7621047639334906,True,1,As129,As130,As158,As474,As489,As491,16.355026
239.0,239,As130,As133,2.51655,-4.0236,0.8085785367775022,True,1,As130,As129,As467,As133,As27,As131,-147.274785
240.0,240,As130,As467,2.49138,-3.89552,0.7828397111013757,False,0,,,,,,,
241.0,241,As131,As133,2.53673,-3.85303,0.774300964201168,True,1,As131,As22,As147,As133,As27,As130,20.925702
242.0,242,As131,As147,2.51747,-3.90136,0.7840133115225858,True,1,As131,As22,As133,As147,As42,As161,-17.322734
243.0,243,As132,As134,2.48953,-4.0613,0.8161546901815464,True,1,As132,As127,As478,As134,As128,As136,-139.873858
244.0,244,As132,As478,2.48304,-4.01814,0.8074813007672613,True,1,As132,As127,As134,As478,As361,As477,178.610221
245.0,245,As134,As136,2.47948,-4.28738,0.8615874955286628,True,1,As134,As128,As132,As136,As138,As140,68.194955
246.0,246,As135,As290,2.46841,-4.19702,0.8434288424361052,True,1,As135,As16,As128,As290,As146,As298,-175.531555
247.0,247,As136,As138,2.4397,-4.53569,0.9114876189174741,True,1,As136,As134,As140,As138,As139,As141,-65.803357
248.0,248,As136,As140,2.46047,-4.39076,0.8823626344917949,True,1,As136,As134,As138,As140,As142,As146,66.75802
249.0,249,As138,As139,2.45423,-4.44355,0.892971258847219,True,1,As138,As136,As141,As139,As146,As295,-47.89283
250.0,250,As138,As141,2.4651,-4.27978,0.8600602073092798,True,1,As138,As136,As139,As141,As142,As143,-63.20045
251.0,251,As139,As146,2.46159,-4.37192,0.8785765673795352,True,1,As139,As138,As295,As146,As140,As290,128.545755
252.0,252,As139,As295,2.48961,-4.03393,0.8106544430020055,True,1,As139,As138,As146,As295,As256,As300,131.106734
253.0,253,As140,As142,2.4978,-4.00667,0.8051763013098505,True,1,As140,As136,As146,As142,As141,As144,79.733109
254.0,254,As140,As146,2.48217,-4.15855,0.8356979506203603,True,1,As140,As136,As142,As146,As139,As290,-98.651638
255.0,255,As141,As142,2.47003,-4.36562,0.8773105258292572,True,1,As141,As138,As143,As142,As140,As144,-14.081811
256.0,256,As141,As143,2.47595,-4.07494,0.8188957706173862,True,1,As141,As138,As142,As143,As88,As164,157.479804
257.0,257,As142,As144,2.46908,-4.33364,0.870883857769275,True,1,As142,As140,As141,As144,As164,As167,-117.617766
258.0,258,As143,As164,2.47228,-4.27392,0.8588825877085453,True,1,As143,As88,As141,As164,As144,As158,-151.103905
259.0,259,As144,As164,2.49557,-3.98778,0.8013801862487792,True,1,As144,As142,As167,As164,As143,As158,150.71702
260.0,260,As144,As167,2.4934,-4.11823,0.8275952846985816,True,1,As144,As142,As164,As167,As168,As316,-48.898434
261.0,261,As145,As186,2.44749,-4.34513,0.8731928764062105,True,1,As145,As297,As298,As186,As17,As26,176.425381
262.0,262,As145,As297,2.49299,-4.08314,0.8205436342225099,True,1,As145,As186,As298,As297,As294,As312,-59.458272
263.0,263,As145,As298,2.47508,-4.13975,0.8319199218671501,True,1,As145,As186,As297,As298,As187,As290,156.535915
264.0,264,As146,As290,2.50309,-3.98049,0.799915195312029,True,1,As146,As139,As140,As290,As135,As298,-90.105726
265.0,265,As147,As161,2.50144,-4.06689,0.8172780508586976,True,1,As147,As42,As131,As161,As49,As160,95.74283
266.0,266,As148,As479,2.45907,-4.41482,0.887197707459999,True,1,As148,As15,As484,As479,As160,As369,-79.571467
267.0,267,As148,As484,2.48574,-4.09892,0.8237147668674916,True,1,As148,As15,As479,As484,As341,As381,28.374827
268.0,268,As149,As153,2.49002,-3.98298,0.8004155831628531,True,1,As149,As120,As156,As153,As155,As157,-88.733851
269.0,269,As149,As156,2.50222,-3.99225,0.8022784728725477,True,1,As149,As120,As153,As156,As96,As165,171.141288
270.0,270,As150,As210,2.48885,-4.24568,0.8532075062196803,True,1,As150,As316,As319,As210,As205,As211,-149.053315
271.0,271,As150,As316,2.47868,-4.14797,0.8335718046517984,True,1,As150,As210,As319,As316,As167,As312,170.342249
272.0,272,As150,As319,2.69991,-2.50205,0.5028094064877596,True,1,As150,As210,As316,As319,As159,As317,-168.36103
273.0,273,As151,As155,2.46485,-4.29124,0.8623631971769283,True,1,As151,As163,As487,As155,As153,As482,-60.793012
274.0,274,As151,As163,2.51083,-3.99674,0.8031807786758411,True,1,As151,As155,As487,As163,As157,As160,48.411622
275.0,275,As151,As487,2.50026,-4.06828,0.8175573838356637,True,1,As151,As155,As163,As487,As485,As490,124.041302
276.0,276,As152,As157,2.48165,-4.09764,0.8234575393779114,True,1,As152,As119,As162,As157,As153,As163,-170.195861
277.0,277,As152,As162,2.49398,-4.01826,0.8075054158444095,True,1,As152,As119,As157,As162,As36,As159,63.847033
278.0,278,As153,As155,2.48339,-4.03618,0.8111066006985334,True,1,As153,As149,As157,As155,As151,As482,160.986599
279.0,279,As153,As157,2.46981,-4.32013,0.8681689020003456,True,1,As153,As149,As155,As157,As152,As163,-133.226896
280.0,280,As154,As158,2.46536,-4.11013,0.8259675169910814,True,1,As154,As99,As489,As158,As129,As164,-177.540051
281.0,281,As154,As489,2.44891,-4.2038,0.8447913442949757,True,1,As154,As99,As158,As489,As438,As474,-175.763623
282.0,282,As155,As482,2.48648,-4.13896,0.8317611642759247,True,1,As155,As151,As153,As482,As427,As485,65.418602
283.0,283,As156,As165,2.4639,-4.29198,0.8625119068193419,True,1,As156,As96,As149,As165,As111,As166,71.030626
284.0,284,As157,As163,2.47266,-4.23866,0.8517967742065136,True,1,As157,As152,As153,As163,As151,As160,-6.297257
285.0,285,As158,As164,2.48808,-4.06139,0.8161727764894076,True,1,As158,As129,As154,As164,As143,As144,-63.372764
286.0,286,As159,As162,2.47366,-4.30396,0.8649193953546324,True,1,As159,As289,As319,As162,As36,As152,74.713777
287.0,287,As159,As289,2.47098,-4.21296,0.8466321285172844,True,1,As159,As162,As319,As289,As121,As317,-47.703003
288.0,288,As159,As319,2.54067,-3.63047,0.7295755344503972,True,1,As159,As162,As289,As319,As150,As317,39.949653
289.0,289,As160,As161,2.50921,-3.93752,0.7912799881032286,True,1,As160,As163,As479,As161,As49,As147,-144.485932
290.0,290,As160,As163,2.47394,-4.30004,0.8641316361677928,True,1,As160,As161,As479,As163,As151,As157,102.908673
291.0,291,As160,As479,2.45715,-4.29592,0.8633036851857061,True,1,As160,As161,As163,As479,As148,As369,173.162924
292.0,292,As165,As166,2.49819,-4.16947,0.837892422640842,True,1,As165,As111,As156,As166,As168,As270,-90.194984
293.0,293,As166,As168,2.51236,-3.93075,0.7899194958341205,True,1,As166,As165,As270,As168,As167,As322,-176.953532
294.0,294,As166,As270,2.4608,-4.35443,0.8750617948851921,True,1,As166,As165,As168,As270,As109,As273,102.502368
295.0,295,As167,As168,2.51363,-3.94818,0.7934222107898893,True,1,As167,As144,As316,As168,As166,As322,-121.908424
296.0,296,As167,As316,2.55982,-3.73121,0.74982014171627,True,1,As167,As144,As168,As316,As150,As312,-120.977965
297.0,297,As168,As322,2.49094,-4.07515,0.8189379720023954,True,1,As168,As166,As167,As322,As311,As324,-165.820221
298.0,298,As169,As222,2.54257,-3.79588,0.762816158709361,True,1,As169,As1,As9,As222,As61,As224,-75.373782
299.0,299,As170,As172,2.44975,-4.41639,0.8875132130526874,True,1,As170,As1,As173,As172,As174,As179,71.839247
300.0,300,As170,As173,2.47087,-4.24019,0.8521042414401524,True,1,As170,As1,As172,As173,As171,As175,150.955938
301.0,301,As171,As173,2.4859,-4.33518,0.8711933345926763,True,1,As171,As6,As207,As173,As170,As175,-4.933498
302.0,302,As171,As207,2.4924,-4.06401,0.8166992890071421,True,1,As171,As6,As173,As207,As37,As212,31.790933
303.0,303,As172,As174,2.46632,-4.20337,0.8447049319351947,True,1,As172,As170,As179,As174,As180,As281,-176.648125
304.0,304,As172,As179,2.47938,-4.20095,0.844218611212707,True,1,As172,As170,As174,As179,As183,As185,148.94144
305.0,305,As173,As175,2.5006,-4.06719,0.8173383385515681,True,1,As173,As170,As171,As175,As203,As212,-112.919626
306.0,306,As174,As180,2.44505,-4.47814,0.8999224298351735,True,1,As174,As172,As281,As180,As183,As288,57.767898
307.0,307,As174,As281,2.4815,-4.22646,0.8493450746964515,True,1,As174,As172,As180,As281,As276,As283,43.169983
308.0,308,As175,As203,2.48986,-4.08082,0.8200774093976456,True,1,As175,As173,As212,As203,As209,As214,71.020199
309.0,309,As175,As212,2.47437,-4.20691,0.8454163267110651,True,1,As175,As173,As203,As212,As207,As209,33.748319
310.0,310,As176,As177,2.49016,-4.16882,0.8377617993062897,True,1,As176,As206,As458,As177,As332,As334,35.402755
311.0,311,As176,As206,2.49721,-3.96581,0.7969651175409052,True,1,As176,As177,As458,As206,As214,As320,177.573717
312.0,312,As176,As458,2.47432,-4.14116,0.8322032740236408,True,1,As176,As177,As206,As458,As337,As460,-70.907483
313.0,313,As177,As332,2.52363,-3.99844,0.8035224089354399,True,1,As177,As176,As334,As332,As338,As460,-5.677418
314.0,314,As177,As334,2.458,-4.38152,0.8805057735513873,True,1,As177,As176,As332,As334,As337,As340,70.818391
315.0,315,As178,As181,2.49567,-4.09914,0.8237589778422634,True,1,As178,As182,As397,As181,As234,As387,25.661935
316.0,316,As178,As182,2.48963,-4.28943,0.8619994614299438,True,1,As178,As181,As397,As182,As184,As233,0.635085
317.0,317,As178,As397,2.46278,-4.45687,0.8956480324106637,True,1,As178,As181,As182,As397,As401,As402,73.42026
318.0,318,As179,As183,2.50287,-4.13638,0.8312426901172395,True,1,As179,As172,As185,As183,As180,As190,-13.870782
319.0,319,As179,As185,2.45599,-4.42112,0.888463749010277,True,1,As179,As172,As183,As185,As188,As194,-74.429122
320.0,320,As180,As183,2.46474,-4.3913,0.8824711523389616,True,1,As180,As174,As288,As183,As179,As190,-35.384593
321.0,321,As180,As288,2.48308,-4.22749,0.8495520624419732,True,1,As180,As174,As183,As288,As187,As276,-24.005387
322.0,322,As181,As234,2.46804,-4.16785,0.837566869099342,True,1,As181,As178,As387,As234,As184,As238,-157.200246
323.0,323,As181,As387,2.47803,-4.24402,0.8528739143191308,True,1,As181,As178,As234,As387,As241,As352,-171.306014
324.0,324,As182,As184,2.45414,-4.48558,0.9014175646183588,True,1,As182,As178,As233,As184,As229,As234,-40.79811
325.0,325,As182,As233,2.47673,-4.36279,0.8767418119265133,True,1,As182,As178,As184,As233,As232,As401,22.814811
326.0,326,As183,As190,2.4638,-4.32446,0.8690390543674414,True,1,As183,As179,As180,As190,As188,As191,97.065049
327.0,327,As184,As229,2.49654,-4.13548,0.8310618270386284,True,1,As184,As182,As234,As229,As227,As232,41.059919
328.0,328,As184,As234,2.45888,-4.24812,0.8536978461216927,True,1,As184,As182,As229,As234,As181,As238,161.478559
329.0,329,As185,As188,2.48897,-4.30095,0.8643145088361662,True,1,As185,As179,As194,As188,As187,As190,64.868898
330.0,330,As185,As194,2.51723,-3.86365,0.7764351485287793,True,1,As185,As179,As188,As194,As199,As238,178.97552
331.0,331,As187,As188,2.49143,-4.15889,0.8357662766722802,True,1,As187,As288,As298,As188,As185,As190,-84.062379
332.0,332,As187,As288,2.52758,-3.75647,0.7548963654559558,True,1,As187,As188,As298,As288,As180,As276,141.257576
333.0,333,As187,As298,2.50756,-3.86934,0.7775786051035541,True,1,As187,As188,As288,As298,As145,As290,176.808428
334.0,334,As188,As190,2.41834,-4.73572,0.9516854429336794,True,1,As188,As185,As187,As190,As183,As191,-81.270033
335.0,335,As189,As193,2.50074,-4.09439,0.822804422705149,True,1,As189,As197,As198,As193,As191,As195,51.352375
336.0,336,As189,As197,2.51796,-3.94671,0.7931268010948245,True,1,As189,As193,As198,As197,As196,As199,-106.164428
337.0,337,As189,As198,2.53106,-3.87824,0.779367139992042,True,1,As189,As193,As197,As198,As208,As220,113.94574
338.0,338,As190,As191,2.46298,-4.07376,0.8186586390254293,True,1,As190,As183,As188,As191,As192,As193,178.105871
339.0,339,As191,As192,2.48683,-4.033,0.8104675511541075,True,1,As191,As190,As193,As192,As348,As350,149.271175
340.0,340,As191,As193,2.48669,-4.06634,0.8171675234217687,True,1,As191,As190,As192,As193,As189,As195,-152.99987
341.0,341,As192,As348,2.46729,-4.27891,0.8598853729999557,True,1,As192,As191,As350,As348,As346,As352,-105.529678
342.0,342,As192,As350,2.49986,-4.08879,0.8216790524382354,True,1,As192,As191,As348,As350,As195,As353,9.643458
343.0,343,As193,As195,2.45142,-4.25712,0.8555064769078039,True,1,As193,As189,As191,As195,As196,As350,67.530791
344.0,344,As194,As199,2.49053,-4.03154,0.8101741510488049,True,1,As194,As185,As238,As199,As197,As242,133.684061
345.0,345,As194,As238,2.50307,-3.84606,0.7729002801368129,True,1,As194,As185,As199,As238,As234,As242,-140.035159
346.0,346,As195,As196,2.47143,-4.05041,0.8139662469303517,True,1,As195,As193,As350,As196,As197,As351,-179.538861
347.0,347,As195,As350,2.42088,-4.57768,0.9199258863295646,True,1,As195,As193,As196,As350,As192,As353,-46.984173
348.0,348,As196,As197,2.47024,-4.20599,0.8452314444529293,True,1,As196,As195,As351,As197,As189,As199,132.705996
349.0,349,As196,As351,2.47186,-4.02879,0.8096215138641597,True,1,As196,As195,As197,As351,As200,As353,-53.185381
350.0,350,As197,As199,2.47395,-4.34852,0.8738741273356456,True,1,As197,As189,As196,As199,As194,As242,81.205998
351.0,351,As198,As208,2.45994,-4.3516,0.8744930809824483,True,1,As198,As189,As220,As208,As204,As213,-154.297678
352.0,352,As198,As220,2.53117,-3.98657,0.8011370258875353,True,1,As198,As189,As208,As220,As201,As218,27.328115
353.0,353,As199,As242,2.49169,-4.04316,0.812509294352651,True,1,As199,As194,As197,As242,As238,As241,-37.67904
354.0,354,As200,As351,2.44224,-4.41261,0.8867535881225207,True,1,As200,As372,As417,As351,As196,As353,-109.51126
355.0,355,As200,As372,2.44486,-4.20772,0.8455791034818152,True,1,As200,As351,As417,As372,As364,As417,2.810126
356.0,356,As200,As417,2.46068,-3.80445,0.7645383771356915,True,1,As200,As351,As372,As417,As372,As423,118.505731
357.0,357,As201,As217,2.51079,-3.93604,0.7909825688184015,True,1,As201,As220,As221,As217,As211,As310,-155.857709
358.0,358,As201,As220,2.49151,-4.15824,0.8356356533377277,True,1,As201,As217,As221,As220,As198,As218,67.541579
359.0,359,As201,As221,2.54027,-3.66508,0.7365307246178765,True,1,As201,As217,As220,As221,As385,As480,167.693703
360.0,360,As202,As204,2.55773,-3.58443,0.7203233831845567,True,1,As202,As107,As262,As204,As43,As208,176.178906
361.0,361,As202,As262,2.45232,-4.47258,0.8988050979273091,True,1,As202,As107,As204,As262,As267,As268,-78.212795
362.0,362,As203,As209,2.50179,-3.95804,0.7954036662955625,True,1,As203,As175,As214,As209,As212,As216,27.88508
363.0,363,As203,As214,2.47285,-4.31714,0.8675680346614043,True,1,As203,As175,As209,As214,As206,As215,94.582789
364.0,364,As204,As208,2.51365,-3.86743,0.7771947734589462,True,1,As204,As43,As202,As208,As198,As213,95.590584
365.0,365,As205,As210,2.49673,-4.14638,0.8332522798795853,True,1,As205,As40,As213,As210,As150,As211,65.409722
366.0,366,As205,As213,2.51435,-3.88867,0.7814631421141688,True,1,As205,As40,As210,As213,As208,As218,21.767489
367.0,367,As206,As214,2.48221,-4.2331,0.8506794422986492,True,1,As206,As176,As320,As214,As203,As215,-19.019137
368.0,368,As206,As320,2.46728,-4.26674,0.8574397022591809,True,1,As206,As176,As214,As320,As315,As326,-71.995044
369.0,369,As207,As212,2.44826,-4.38417,0.8810383148384089,True,1,As207,As37,As171,As212,As175,As209,52.791442
370.0,370,As208,As213,2.44414,-4.4695,0.8981861442805066,True,1,As208,As198,As204,As213,As205,As218,157.391451
371.0,371,As209,As212,2.46674,-4.20962,0.845960925536661,True,1,As209,As203,As216,As212,As175,As207,-141.044278
372.0,372,As209,As216,2.48863,-4.31113,0.8663602712142344,True,1,As209,As203,As212,As216,As218,As219,24.872666
373.0,373,As210,As211,2.50209,-4.00758,0.8053591739782241,True,1,As210,As150,As205,As211,As217,As312,116.01123
374.0,374,As211,As217,2.49311,-4.02444,0.8087473423175393,True,1,As211,As210,As312,As217,As201,As310,-138.072944
375.0,375,As211,As312,2.49283,-4.18347,0.8407058483081263,True,1,As211,As210,As217,As312,As297,As316,47.575348
376.0,376,As213,As218,2.4862,-4.11925,0.8278002628543409,True,1,As213,As205,As208,As218,As216,As220,-126.639585
377.0,377,As214,As215,2.45133,-4.41381,0.8869947388940022,True,1,As214,As203,As206,As215,As315,As318,81.343079
378.0,378,As215,As315,2.44151,-4.50699,0.9057200962995414,True,1,As215,As214,As318,As315,As320,As321,48.54912
379.0,379,As215,As318,2.44579,-4.46707,0.8976978139682564,True,1,As215,As214,As315,As318,As326,As327,-58.772882
380.0,380,As216,As218,2.512,-3.89811,0.7833601948498233,True,1,As216,As209,As219,As218,As213,As220,168.781836
381.0,381,As216,As219,2.53244,-3.86701,0.7771103706889275,True,1,As216,As209,As218,As219,As379,As380,109.158838
382.0,382,As217,As310,2.47872,-4.273,0.8586977054504092,True,1,As217,As201,As211,As310,As293,As294,-30.115814
383.0,383,As218,As220,2.48145,-4.27304,0.8587057438094587,True,1,As218,As213,As216,As220,As198,As201,106.987538
384.0,384,As219,As379,2.47851,-4.23714,0.8514913165626369,True,1,As219,As216,As380,As379,As368,As424,-56.515705
385.0,385,As219,As380,2.46937,-4.2718,0.8584565546789278,True,1,As219,As216,As379,As380,As371,As374,121.936035
386.0,386,As221,As385,2.47688,-4.09442,0.8228104514744361,True,1,As221,As201,As480,As385,As370,As371,81.789315
387.0,387,As221,As480,2.51269,-4.01638,0.8071276129690884,True,1,As221,As201,As385,As480,As370,As500,23.040999
388.0,388,As222,As224,2.50642,-3.97795,0.7994047595123931,True,1,As222,As61,As169,As224,As62,As227,163.140579
389.0,389,As223,As225,2.42998,-4.5602,0.916413123424984,True,1,As223,As123,As240,As225,As62,As228,78.708244
390.0,390,As223,As240,2.48384,-4.27988,0.8600803032069034,True,1,As223,As123,As225,As240,As63,As125,8.273309
391.0,391,As224,As227,2.48216,-4.17448,0.8388992271117774,True,1,As224,As62,As222,As227,As228,As229,-10.383228
392.0,392,As225,As228,2.45609,-4.24855,0.8537842584814735,True,1,As225,As62,As223,As228,As227,As236,-49.272464
393.0,393,As226,As230,2.4454,-4.4722,0.89872873351634,True,1,As226,As264,As314,As230,As263,As274,51.965552
394.0,394,As226,As264,2.4724,-4.29562,0.8632433974928359,True,1,As226,As230,As314,As264,As259,As273,29.35472
395.0,395,As226,As314,2.46329,-4.36519,0.8772241134694764,True,1,As226,As230,As264,As314,As282,As325,47.274039
396.0,396,As227,As228,2.46149,-4.23735,0.8515335179476462,True,1,As227,As224,As229,As228,As225,As236,-79.868408
397.0,397,As227,As229,2.4895,-3.99185,0.8021980892820539,True,1,As227,As224,As228,As229,As184,As232,-150.088898
398.0,398,As228,As236,2.43639,-4.75163,0.9548827002455718,False,0,,,,,,,
399.0,399,As229,As232,2.48775,-4.1812,0.8402496714320737,True,1,As229,As184,As227,As232,As233,As274,-122.542621
400.0,400,As230,As263,2.44796,-4.49068,0.9024424553971553,True,1,As230,As226,As274,As263,As259,As325,-53.268098
401.0,401,As230,As274,2.45252,-4.4253,0.8893037575309376,True,1,As230,As226,As263,As274,As232,As261,55.196428
402.0,402,As231,As235,2.52888,-3.90054,0.7838485251620734,True,1,As231,As237,As400,As235,As395,As401,92.361917
403.0,403,As231,As237,2.55686,-3.71577,0.7467173351232079,True,1,As231,As235,As400,As237,As236,As287,-150.883154
404.0,404,As231,As400,2.45413,-4.55027,0.9144176007909746,True,1,As231,As235,As237,As400,As393,As398,-61.052238
405.0,405,As232,As233,2.44032,-4.45938,0.8961524394410125,True,1,As232,As229,As274,As233,As182,As401,128.75972
406.0,406,As232,As274,2.49706,-3.97456,0.7987235085829578,True,1,As232,As229,As233,As274,As230,As261,-131.5165
407.0,407,As233,As401,2.47121,-4.21127,0.846292507847448,True,1,As233,As182,As232,As401,As235,As397,-40.592315
408.0,408,As234,As238,2.46738,-4.19582,0.8431876916646236,True,1,As234,As181,As184,As238,As194,As242,-92.77303
409.0,409,As235,As395,2.48696,-4.21131,0.8463005462064974,True,1,As235,As231,As401,As395,As391,As398,-26.282146
410.0,410,As235,As401,2.52839,-3.8628,0.7762643333989799,True,1,As235,As231,As395,As401,As233,As397,-173.907378
411.0,411,As236,As237,2.47501,-4.48254,0.9008066493306057,False,0,,,,,,,
412.0,412,As237,As287,2.55908,-3.70297,0.7441450602274052,True,1,As237,As231,As236,As287,As285,As304,-91.046204
413.0,413,As238,As242,2.47631,-4.17311,0.8386239133143361,True,1,As238,As194,As234,As242,As199,As241,42.967002
414.0,414,As239,As244,2.48362,-4.20174,0.8443773688039323,True,1,As239,As63,As80,As244,As252,As256,19.520422
415.0,415,As241,As242,2.54125,-3.87179,0.7780709545953288,True,1,As241,As246,As387,As242,As199,As238,-124.495808
416.0,416,As241,As246,2.54889,-3.7524,0.7540784624226811,True,1,As241,As242,As387,As246,As254,As421,-131.608047
417.0,417,As241,As387,2.55108,-3.8017,0.7639857399510463,True,1,As241,As242,As246,As387,As181,As352,148.781441
418.0,418,As243,As252,2.46026,-4.1371,0.8313873805801284,True,1,As243,As80,As81,As252,As244,As251,177.706943
419.0,419,As244,As252,2.47698,-4.08362,0.8206400945311024,True,1,As244,As239,As256,As252,As243,As251,-160.021474
420.0,420,As244,As256,2.46194,-4.23326,0.8507115957348466,True,1,As244,As239,As252,As256,As295,As302,-123.587031
421.0,421,As245,As247,2.49508,-3.85675,0.7750485315927607,True,1,As245,As260,As423,As247,As253,As421,176.298739
422.0,422,As245,As260,2.469,-4.02759,0.8093803630926782,True,1,As245,As247,As423,As260,As250,As271,-174.595731
423.0,423,As245,As423,2.5,-3.8655,0.7768069226348133,True,1,As245,As247,As260,As423,As417,As441,-129.393088
424.0,424,As246,As254,2.46591,-4.46072,0.8964217244691669,True,1,As246,As241,As421,As254,As249,As253,-64.371484
425.0,425,As246,As421,2.4728,-4.27334,0.8587660315023291,True,1,As246,As241,As254,As421,As247,As257,48.753262
426.0,426,As247,As253,2.466,-4.2072,0.8454746048141732,True,1,As247,As245,As421,As253,As254,As255,-156.351011
427.0,427,As247,As421,2.45628,-4.33933,0.8720273143440499,True,1,As247,As245,As253,As421,As246,As257,54.416969
428.0,428,As248,As265,2.52338,-3.87514,0.7787441671657148,True,1,As248,As275,As308,As265,As309,As324,-22.676943
429.0,429,As248,As275,2.44284,-4.60259,0.9249317744275684,True,1,As248,As265,As308,As275,As328,As497,62.177327
430.0,430,As248,As308,2.4616,-4.38082,0.880365102268023,True,1,As248,As265,As275,As308,As301,As313,44.401769
431.0,431,As249,As254,2.48711,-4.15708,0.8354025409252954,True,1,As249,As257,As306,As254,As246,As253,-64.819966
432.0,432,As249,As257,2.52626,-3.85136,0.7739653627108563,True,1,As249,As254,As306,As257,As414,As421,-1.958409
433.0,433,As249,As306,2.54034,-3.65106,0.7337132797710676,True,1,As249,As254,As257,As306,As305,As473,135.69018
434.0,434,As250,As255,2.49762,-3.91198,0.786147495850197,True,1,As250,As260,As266,As255,As251,As253,177.571823
435.0,435,As250,As260,2.46344,-4.10396,0.824727600107714,True,1,As250,As255,As266,As260,As245,As271,175.614876
436.0,436,As250,As266,2.46472,-4.24709,0.8534908583761711,True,1,As250,As255,As260,As266,As258,As268,-161.437507
437.0,437,As251,As252,2.47584,-4.17417,0.8388369298291447,True,1,As251,As86,As255,As252,As243,As244,84.712165
438.0,438,As251,As255,2.51099,-3.88215,0.7801528895891193,True,1,As251,As86,As252,As255,As250,As253,164.632623
439.0,439,As253,As254,2.50031,-3.96845,0.7974956492381645,True,1,As253,As247,As255,As254,As246,As249,113.161567
440.0,440,As253,As255,2.52382,-3.76837,0.7572877772731474,True,1,As253,As247,As254,As255,As250,As251,-178.28608
441.0,441,As256,As295,2.48275,-4.07355,0.8186164376404201,True,1,As256,As244,As302,As295,As139,As300,-120.055049
442.0,442,As256,As302,2.47475,-4.0316,0.810186208587379,True,1,As256,As244,As295,As302,As300,As304,117.584072
443.0,443,As257,As414,2.48912,-3.88269,0.780261407436286,True,1,As257,As249,As421,As414,As416,As473,-151.78437
444.0,444,As257,As421,2.46051,-4.42935,0.8901176413846879,True,1,As257,As249,As414,As421,As246,As247,77.303593
445.0,445,As258,As266,2.50337,-3.94329,0.7924395213961022,True,1,As258,As86,As108,As266,As250,As268,-173.671725
446.0,446,As259,As261,2.50136,-3.97397,0.7986049427869795,False,0,,,,,,,
447.0,447,As259,As263,2.47397,-4.23484,0.8510291109172974,True,1,As259,As261,As264,As263,As230,As325,69.445753
448.0,448,As259,As264,2.46186,-4.32358,0.868862210468355,True,1,As259,As261,As263,As264,As226,As273,-98.212672
449.0,449,As260,As271,2.49876,-3.89166,0.7820640094531102,True,1,As260,As245,As250,As271,As268,As269,-158.724134
450.0,450,As261,As267,2.61489,-3.31411,0.666000152728822,False,0,,,,,,,
451.0,451,As261,As269,2.52978,-3.88425,0.780574903439212,False,0,,,,,,,
452.0,452,As261,As274,2.51209,-3.9062,0.7849859529675612,False,0,,,,,,,
453.0,453,As262,As267,2.48118,-4.19657,0.8433384108967996,True,1,As262,As202,As268,As267,As261,As272,60.596802
454.0,454,As262,As268,2.49924,-3.95869,0.7955342896301149,True,1,As262,As202,As267,As268,As266,As271,157.055973
455.0,455,As263,As325,2.47536,-4.22287,0.8486236319717694,True,1,As263,As230,As259,As325,As314,As323,-82.570711
456.0,456,As264,As273,2.49333,-4.07049,0.8180015031731424,True,1,As264,As226,As259,As273,As96,As270,-154.390033
457.0,457,As265,As309,2.46198,-4.37725,0.8796476787228655,True,1,As265,As248,As324,As309,As301,As311,-27.725252
458.0,458,As265,As324,2.48922,-4.14783,0.8335436703951256,True,1,As265,As248,As309,As324,As322,As328,-10.086415
459.0,459,As266,As268,2.48064,-4.18325,0.8406616373333547,True,1,As266,As250,As258,As268,As262,As271,106.793753
460.0,460,As267,As272,2.49614,-4.11152,0.8262468499680474,True,1,As267,As261,As262,As272,As70,As107,-143.936772
461.0,461,As268,As271,2.51368,-3.91287,0.7863263493390459,True,1,As268,As262,As266,As271,As260,As269,35.067651
462.0,462,As269,As271,2.50098,-4.13912,0.8317933177121223,True,1,As269,As261,As442,As271,As260,As268,152.032193
463.0,463,As269,As442,2.50773,-4.06378,0.8166530684426082,True,1,As269,As261,As271,As442,As439,As440,-47.897094
464.0,464,As270,As273,2.49364,-4.09548,0.8230234679892448,True,1,As270,As109,As166,As273,As96,As264,-78.240134
465.0,465,As275,As328,2.43055,-4.54966,0.9142950158154715,True,1,As275,As248,As497,As328,As313,As324,-82.337991
