bin_center,count
-26.00817157313847,5
-25.645324941625226,2
-25.282478310111976,0
-24.919631678598734,0
-24.556785047085484,0
-24.193938415572234,0
-23.83109178405899,0
-23.46824515254574,0
-23.105398521032498,0
-22.742551889519248,0
-22.379705258006005,0
-22.016858626492755,0
-21.65401199497951,1
-21.291165363466263,13
-20.928318731953013,18
-20.56547210043977,28
-20.20262546892652,33
-19.839778837413277,22
-19.476932205900027,25
-19.11408557438678,18
-18.751238942873535,10
-18.388392311360285,3
-18.025545679847042,0
-17.662699048333792,0
-17.29985241682055,0
-16.9370057853073,0
-16.574159153794056,0
-16.211312522280807,0
-15.84846589076756,0
-15.485619259254314,1
-15.122772627741066,13
-14.75992599622782,44
-14.397079364714573,67
-14.034232733201327,58
-13.671386101688078,40
-13.308539470174832,32
-12.945692838661586,18
-12.58284620714834,10
-12.219999575635091,1
-11.857152944121845,1
-11.494306312608598,2
-11.131459681095352,1
-10.768613049582104,0
-10.405766418068858,5
-10.042919786555611,6
-9.680073155042363,24
-9.317226523529117,49
-8.95437989201587,76
-8.591533260502624,81
-8.228686628989378,41
-7.865839997476131,10
-7.502993365962885,1
-7.140146734449637,0
-6.777300102936389,4
-6.414453471423142,10
-6.051606839909896,17
-5.6887602083966495,26
-5.325913576883403,49
-4.963066945370157,75
-4.600220313856909,80
-4.2373736823436605,68
-3.874527050830414,25
-3.511680419317168,12
-3.1488337878039214,26
-2.785987156290675,28
-2.4231405247774287,18
-2.0602938932641823,19
-1.697447261750936,15
-1.3346006302376878,13
-0.9717539987244397,8
-0.6089073672111933,6
-0.24606073569794695,9
0.11678589581529941,8
0.4796325273285458,13
0.8424791588417921,12
1.2053257903550403,6
1.5681724218682884,27
1.9310190533815348,32
2.293865684894781,39
2.6567123164080275,31
3.019558947921274,30
3.3824055794345202,43
3.7452522109477666,27
4.108098842461013,28
4.470945473974261,29
4.833792105487509,40
5.196638737000756,52
5.559485368514002,48
5.922332000027248,32
6.2851786315404965,14
6.648025263053743,5
7.010871894566989,6
7.373718526080236,1
7.736565157593482,1
8.099411789106728,9
8.462258420619975,17
8.825105052133225,13
9.187951683646471,16
9.550798315159717,40
9.913644946672964,62
10.27649157818621,36
10.639338209699456,7
11.002184841212703,0
11.36503147272595,0
11.727878104239196,0
12.090724735752445,2
12.453571367265692,10
12.816417998778938,29
13.179264630292185,31
13.542111261805431,8
13.904957893318677,0
14.267804524831924,3
14.630651156345174,6
14.99349778785842,6
15.356344419371666,6
15.719191050884913,3
16.08203768239816,15
16.444884313911405,17
16.80773094542465,19
17.1705775769379,28
17.533424208451148,50
17.896270839964394,59
18.25911747147764,47
18.621964102990887,27
18.984810734504133,19
19.34765736601738,29
19.710503997530626,14
20.073350629043873,1
20.436197260557122,0
20.79904389207037,0
21.161890523583615,0
21.52473715509686,5
21.887583786610108,12
22.250430418123354,8
22.6132770496366,5
22.976123681149847,1
23.338970312663093,2
23.701816944176343,2
24.06466357568959,0
24.427510207202836,0
24.790356838716082,0
25.15320347022933,0
25.516050101742575,0
25.87889673325582,1
26.24174336476907,7
26.604589996282318,2
26.967436627795564,0
27.33028325930881,0
27.693129890822057,3
28.055976522335303,2
