bin_center,count
-20.878890696363666,9
-20.587397736083428,12
-20.29590477580319,19
-20.004411815522953,24
-19.712918855242716,25
-19.42142589496248,19
-19.12993293468224,20
-18.838439974402004,17
-18.546947014121766,14
-18.25545405384153,9
-17.96396109356129,2
-17.672468133281054,1
-17.380975173000817,0
-17.089482212720576,0
-16.79798925244034,0
-16.5064962921601,0
-16.215003331879863,0
-15.923510371599626,0
-15.63201741131939,0
-15.340524451039153,0
-15.049031490758914,7
-14.757538530478676,11
-14.466045570198439,34
-14.174552609918202,51
-13.883059649637964,50
-13.591566689357727,37
-13.30007372907749,29
-13.008580768797252,19
-12.717087808517014,12
-12.425594848236777,10
-12.13410188795654,1
-11.842608927676302,0
-11.551115967396065,0
-11.259623007115827,0
-10.96813004683559,0
-10.676637086555353,0
-10.385144126275115,0
-10.093651165994878,0
-9.80215820571464,10
-9.510665245434403,24
-9.219172285154166,40
-8.927679324873926,59
-8.636186364593689,71
-8.344693404313452,40
-8.053200444033214,15
-7.761707483752977,7
-7.470214523472739,0
-7.178721563192502,0
-6.8872286029122645,0
-6.595735642632027,0
-6.30424268235179,0
-6.012749722071552,0
-5.721256761791315,4
-5.429763801511077,7
-5.138270841230839,18
-4.846777880950601,37
-4.555284920670363,46
-4.263791960390126,35
-3.9722990001098886,26
-3.680806039829651,28
-3.3893130795494137,31
-3.0978201192691763,40
-2.806327158988939,46
-2.5148341987087015,20
-2.223341238428464,14
-1.9318482781482267,29
-1.6403553178679893,14
-1.3488623575877519,2
-1.0573693973075144,5
-0.765876437027277,14
-0.4743834767470396,11
-0.1828905164668022,8
0.1086024438134352,4
0.4000954040936726,9
0.69158836437391,6
0.9830813246541474,8
1.2745742849343848,4
1.5660672452146223,10
1.8575602054948597,22
2.149053165775097,30
2.4405461260553363,22
2.7320390863355755,15
3.023532046615813,12
3.3150250068960503,20
3.6065179671762877,30
3.898010927456525,28
4.1895038877367625,30
4.480996848017,36
4.772489808297237,37
5.063982768577475,38
5.355475728857712,32
5.64696868913795,36
5.938461649418187,24
6.229954609698424,8
6.521447569978662,7
6.812940530258899,1
7.104433490539137,0
7.395926450819374,0
7.6874194110996115,0
7.978912371379849,1
8.270405331660086,4
8.561898291940324,6
8.853391252220561,11
9.144884212500799,14
9.436377172781036,28
9.727870133061273,42
10.01936309334151,56
10.310856053621748,16
10.602349013901986,4
10.893841974182225,0
11.185334934462464,0
11.476827894742701,0
11.768320855022939,0
12.059813815303176,0
12.351306775583414,0
12.642799735863651,2
12.934292696143888,8
13.225785656424126,22
13.517278616704363,28
13.8087715769846,11
14.100264537264838,5
14.391757497545075,2
14.683250457825313,5
14.97474341810555,4
15.266236378385788,0
15.557729338666025,0
15.849222298946263,0
16.1407152592265,1
16.432208219506737,3
16.723701179786975,13
17.015194140067212,13
17.30668710034745,14
17.598180060627687,20
17.889673020907924,17
18.181165981188162,33
18.4726589414684,43
18.764151901748637,44
19.055644862028874,33
19.34713782230911,17
19.63863078258935,6
19.930123742869586,7
20.221616703149824,15
20.51310966343006,11
20.8046026237103,9
21.096095583990536,0
21.387588544270773,0
21.67908150455101,2
21.970574464831248,7
22.262067425111486,6
22.553560385391727,3
