bin_center,count
-18.700856340159994,3
-18.41539041504482,8
-18.129924489929643,11
-17.844458564814467,14
-17.55899263969929,13
-17.273526714584115,16
-16.98806078946894,15
-16.702594864353763,9
-16.417128939238587,9
-16.13166301412341,3
-15.846197089008236,0
-15.56073116389306,0
-15.275265238777884,0
-14.989799313662708,0
-14.704333388547532,0
-14.418867463432356,0
-14.13340153831718,0
-13.847935613202004,0
-13.562469688086829,0
-13.277003762971653,1
-12.991537837856477,4
-12.7060719127413,13
-12.420605987626125,25
-12.13514006251095,29
-11.849674137395771,27
-11.564208212280596,19
-11.27874228716542,14
-10.993276362050244,4
-10.707810436935068,0
-10.422344511819892,0
-10.136878586704716,0
-9.85141266158954,0
-9.565946736474364,0
-9.280480811359189,0
-8.995014886244013,0
-8.709548961128837,0
-8.424083036013661,1
-8.138617110898485,8
-7.853151185783309,20
-7.567685260668133,34
-7.282219335552957,36
-6.9967534104377815,26
-6.711287485322606,11
-6.42582156020743,1
-6.140355635092254,0
-5.854889709977078,0
-5.569423784861902,0
-5.283957859746725,0
-4.998491934631549,0
-4.713026009516373,0
-4.427560084401197,0
-4.142094159286021,0
-3.856628234170845,0
-3.5711623090556692,0
-3.2856963839404933,7
-3.0002304588253175,19
-2.7147645337101416,14
-2.4292986085949657,12
-2.14383268347979,11
-1.858366758364614,10
-1.572900833249438,10
-1.2874349081342622,12
-1.0019689830190863,4
-0.7165030579039104,1
-0.43103713278873457,8
-0.1455712076735587,24
0.1398947174416172,30
0.42536064255679307,20
0.710826567671969,5
0.9962924927871448,5
1.2817584179023207,1
1.5672243430174966,1
1.8526902681326725,7
2.1381561932478483,8
2.423622118363024,2
2.7090880434782,5
2.994553968593376,6
3.280019893708552,8
3.5654858188237277,2
3.8509517439389036,1
4.1364176690540795,8
4.421883594169255,9
4.707349519284431,7
4.992815444399607,14
5.278281369514783,17
5.563747294629959,22
5.849213219745135,18
6.134679144860311,17
6.4201450699754865,9
6.705610995090662,5
6.991076920205838,6
7.276542845321014,6
7.56200877043619,7
7.847474695551366,6
8.132940620666542,1
8.41840654578172,0
8.703872470896897,0
8.989338396012073,0
9.274804321127249,0
9.560270246242425,0
9.8457361713576,0
10.131202096472776,1
10.416668021587952,6
10.702133946703128,17
10.987599871818304,20
11.27306579693348,16
11.558531722048656,7
11.843997647163832,2
12.129463572279008,1
12.414929497394183,0
12.70039542250936,0
12.985861347624535,0
13.271327272739711,0
13.556793197854887,0
13.842259122970063,0
14.127725048085239,0
14.413190973200415,0
14.69865689831559,1
14.984122823430766,2
15.269588748545942,9
15.555054673661118,9
15.840520598776294,0
16.12598652389147,0
16.411452449006646,0
16.69691837412182,0
16.982384299236998,0
17.267850224352173,0
17.55331614946735,0
17.838782074582525,0
18.1242479996977,0
18.409713924812877,0
18.695179849928053,0
18.98064577504323,0
19.266111700158405,0
19.55157762527358,4
19.837043550388756,10
20.122509475503932,12
20.407975400619108,22
20.693441325734284,22
20.97890725084946,16
21.264373175964636,6
21.54983910107981,0
21.835305026194987,0
22.120770951310163,1
22.40623687642534,3
22.691702801540515,5
22.97716872665569,7
23.262634651770867,6
23.548100576886043,3
23.83356650200122,3
