source,path,frame_index,natoms,atom_index,PC1,PC2
rss_train.extxyz,rss_train.extxyz,7,14,0,-5.052205267536767,5.221975323078373
rss_train.extxyz,rss_train.extxyz,7,14,1,2.0143143566321093,-0.8241925446748367
rss_train.extxyz,rss_train.extxyz,7,14,2,0.25747024616510217,3.9965085582936344
rss_train.extxyz,rss_train.extxyz,7,14,3,-7.170806242437951,-5.905351647515559
rss_train.extxyz,rss_train.extxyz,7,14,4,-2.7287777186999236,-11.31998985436145
rss_train.extxyz,rss_train.extxyz,7,14,5,3.5088421220205745,-1.1517708081722406
rss_train.extxyz,rss_train.extxyz,7,14,6,-4.921135053928058,-4.5563798482834486
rss_train.extxyz,rss_train.extxyz,7,14,7,-5.13150401173608,-0.7882262440658805
rss_train.extxyz,rss_train.extxyz,7,14,8,-5.223192876471174,-4.2101511182326075
rss_train.extxyz,rss_train.extxyz,7,14,9,-5.992483736064617,1.0339317871668685
rss_train.extxyz,rss_train.extxyz,7,14,10,-1.7200371762046558,-3.067194071817089
rss_train.extxyz,rss_train.extxyz,7,14,11,-3.0644589785306344,4.913503148634101
rss_train.extxyz,rss_train.extxyz,7,14,12,-6.69599009107737,-7.008503315873536
rss_train.extxyz,rss_train.extxyz,7,14,13,2.0820164063709328,-9.013158604963213
rss_train.extxyz,rss_train.extxyz,8,20,0,-6.885619787338019,-5.09815584735361
rss_train.extxyz,rss_train.extxyz,8,20,1,-17.318532720680935,-1.6010521447501633
rss_train.extxyz,rss_train.extxyz,8,20,2,-7.470158461001489,-1.6705017148639387
rss_train.extxyz,rss_train.extxyz,8,20,3,-13.202656915886594,3.488365946077304
rss_train.extxyz,rss_train.extxyz,8,20,4,4.850446198641812,0.4856548820008235
rss_train.extxyz,rss_train.extxyz,8,20,5,7.779352283669262,13.503080548739902
rss_train.extxyz,rss_train.extxyz,8,20,6,14.285464681469186,22.61048495514842
rss_train.extxyz,rss_train.extxyz,8,20,7,-14.483569427349957,1.2274162266941548
rss_train.extxyz,rss_train.extxyz,8,20,8,8.385593769120149,-0.5908752681306885
rss_train.extxyz,rss_train.extxyz,8,20,9,18.966581936271083,11.765570284200145
rss_train.extxyz,rss_train.extxyz,8,20,10,2.0856419347274624,10.956281995379875
rss_train.extxyz,rss_train.extxyz,8,20,11,18.393928846650105,13.417873886284104
rss_train.extxyz,rss_train.extxyz,8,20,12,2.73378993920144,11.531426196072767
rss_train.extxyz,rss_train.extxyz,8,20,13,-8.25913198849262,2.482053918274764
rss_train.extxyz,rss_train.extxyz,8,20,14,10.573651639513223,19.345986073653894
rss_train.extxyz,rss_train.extxyz,8,20,15,6.251112676170386,1.0817194672389387
rss_train.extxyz,rss_train.extxyz,8,20,16,10.426708230641296,11.025265849955632
rss_train.extxyz,rss_train.extxyz,8,20,17,-7.61227860406315,-2.952482853356532
rss_train.extxyz,rss_train.extxyz,8,20,18,-12.831216962832883,6.194745200061563
rss_train.extxyz,rss_train.extxyz,8,20,19,-18.63876995724928,-2.6274712562624964
rss_train.extxyz,rss_train.extxyz,9,6,0,-6.7832168139456,-2.833044495199131
rss_train.extxyz,rss_train.extxyz,9,6,1,-7.612632042539783,-1.724227196307778
rss_train.extxyz,rss_train.extxyz,9,6,2,-9.710878564979478,-5.110545845228991
rss_train.extxyz,rss_train.extxyz,9,6,3,-10.525563479557313,0.6131881661326022
rss_train.extxyz,rss_train.extxyz,9,6,4,-8.010594473290897,-3.2925166622717468
rss_train.extxyz,rss_train.extxyz,9,6,5,-10.100926970356777,1.3819983235420148
rss_train.extxyz,rss_train.extxyz,10,8,0,-10.102503254645043,5.465976149585035
rss_train.extxyz,rss_train.extxyz,10,8,1,-10.76366995453175,2.4253432857721426
rss_train.extxyz,rss_train.extxyz,10,8,2,-6.895287018292105,0.2894540451170937
rss_train.extxyz,rss_train.extxyz,10,8,3,-7.2026470855551885,4.089908307103016
rss_train.extxyz,rss_train.extxyz,10,8,4,-8.01031327970458,1.3945936012696238
rss_train.extxyz,rss_train.extxyz,10,8,5,-6.5036568549357305,3.1821027842405063
rss_train.extxyz,rss_train.extxyz,10,8,6,-8.316551984462993,1.9280274550695577
rss_train.extxyz,rss_train.extxyz,10,8,7,-6.5915697823127815,5.259731121882757
rss_train.extxyz,rss_train.extxyz,11,6,0,-9.647573328945995,5.990790816944612
rss_train.extxyz,rss_train.extxyz,11,6,1,-16.9272492657159,-3.5103409451458174
rss_train.extxyz,rss_train.extxyz,11,6,2,-6.62820570179645,17.80174029652545
rss_train.extxyz,rss_train.extxyz,11,6,3,-5.87327873022177,10.342852937773772
rss_train.extxyz,rss_train.extxyz,11,6,4,-4.868632820297378,8.021511143617994
rss_train.extxyz,rss_train.extxyz,11,6,5,-8.67019559869495,10.409389105780768
rss_train.extxyz,rss_train.extxyz,12,10,0,-8.464508666540475,-0.7596367954024688
rss_train.extxyz,rss_train.extxyz,12,10,1,-8.110296561056447,-3.291312020496974
rss_train.extxyz,rss_train.extxyz,12,10,2,-13.084588427890093,4.323681179876731
rss_train.extxyz,rss_train.extxyz,12,10,3,-12.898542511901253,4.730850606257526
rss_train.extxyz,rss_train.extxyz,12,10,4,-14.456294838745633,9.270833971649079
rss_train.extxyz,rss_train.extxyz,12,10,5,-12.184876440736922,4.5140655486664745
rss_train.extxyz,rss_train.extxyz,12,10,6,-12.221098875202028,4.794644577219959
rss_train.extxyz,rss_train.extxyz,12,10,7,-11.733815572258774,-0.5135858280842225
rss_train.extxyz,rss_train.extxyz,12,10,8,-6.934782123351454,-0.18578616071622878
rss_train.extxyz,rss_train.extxyz,12,10,9,-9.347385717651516,-1.7238539146400358
rss_train.extxyz,rss_train.extxyz,13,18,0,-10.292306841252962,4.394173977140991
rss_train.extxyz,rss_train.extxyz,13,18,1,-10.884565613545465,4.769505549587015
rss_train.extxyz,rss_train.extxyz,13,18,2,-8.94573924641599,4.692377899870602
rss_train.extxyz,rss_train.extxyz,13,18,3,-10.445515121359392,4.280633965508443
rss_train.extxyz,rss_train.extxyz,13,18,4,-8.818959245049694,1.5507269803307553
rss_train.extxyz,rss_train.extxyz,13,18,5,-7.598045597644621,0.9082457531871149
rss_train.extxyz,rss_train.extxyz,13,18,6,-7.853634130225522,1.3563386401674222
rss_train.extxyz,rss_train.extxyz,13,18,7,-4.372980925808605,7.866692631159365
rss_train.extxyz,rss_train.extxyz,13,18,8,-6.715617327826379,10.468074036731771
rss_train.extxyz,rss_train.extxyz,13,18,9,-9.318898989355052,-0.6757711370721005
rss_train.extxyz,rss_train.extxyz,13,18,10,-2.982919309905377,9.436625521900945
rss_train.extxyz,rss_train.extxyz,13,18,11,-3.718773172287598,5.399039397511245
rss_train.extxyz,rss_train.extxyz,13,18,12,-7.201853591951387,9.589228249826466
rss_train.extxyz,rss_train.extxyz,13,18,13,-11.220280616652971,0.3038386405241138
rss_train.extxyz,rss_train.extxyz,13,18,14,-10.547043398233896,-0.42906945556264964
rss_train.extxyz,rss_train.extxyz,13,18,15,-9.283628933749789,6.555800264858082
rss_train.extxyz,rss_train.extxyz,13,18,16,-10.540833328193461,2.244944630032675
rss_train.extxyz,rss_train.extxyz,13,18,17,-6.578767307409173,2.7567946609963476
rss_train.extxyz,rss_train.extxyz,14,16,0,-8.917546609618796,3.5067176588820304
rss_train.extxyz,rss_train.extxyz,14,16,1,-7.058472294422586,-2.2769844439853673
rss_train.extxyz,rss_train.extxyz,14,16,2,-8.777501463653024,-3.739769000921385
rss_train.extxyz,rss_train.extxyz,14,16,3,-9.499363746808115,4.896785852320864
rss_train.extxyz,rss_train.extxyz,14,16,4,-9.700605828237894,6.930161955189881
rss_train.extxyz,rss_train.extxyz,14,16,5,-5.434982792268045,10.973925513831613
rss_train.extxyz,rss_train.extxyz,14,16,6,-11.902952515484486,1.7488268712021369
rss_train.extxyz,rss_train.extxyz,14,16,7,-4.787870005777602,-2.031655923015481
rss_train.extxyz,rss_train.extxyz,14,16,8,-7.998092181006697,3.776518799961694
rss_train.extxyz,rss_train.extxyz,14,16,9,-6.311622664387318,6.194609259603924
rss_train.extxyz,rss_train.extxyz,14,16,10,-13.04935498976107,1.4501961406153403
rss_train.extxyz,rss_train.extxyz,14,16,11,-6.776138986243101,-3.59673253792181
rss_train.extxyz,rss_train.extxyz,14,16,12,-2.9363511121476584,-3.536161389917406
rss_train.extxyz,rss_train.extxyz,14,16,13,-6.020142372881416,2.7130530652884075
rss_train.extxyz,rss_train.extxyz,14,16,14,-5.618275853130189,13.020786350164757
rss_train.extxyz,rss_train.extxyz,14,16,15,-8.68447770814393,-1.0501243583676918
rss_train.extxyz,rss_train.extxyz,15,6,0,-11.086949738094116,4.3205533952774005
rss_train.extxyz,rss_train.extxyz,15,6,1,-1.3380804906720165,-2.383699841254998
rss_train.extxyz,rss_train.extxyz,15,6,2,-7.785355092421668,-0.8168938798674048
rss_train.extxyz,rss_train.extxyz,15,6,3,-10.687868970316206,3.2790810452155568
rss_train.extxyz,rss_train.extxyz,15,6,4,-5.8388330432789495,0.44761748486016506
rss_train.extxyz,rss_train.extxyz,15,6,5,-9.600710533048808,1.5528794722734554
rss_train.extxyz,rss_train.extxyz,16,6,0,-6.48022902497053,-6.291180262119303
rss_train.extxyz,rss_train.extxyz,16,6,1,-7.354595637340697,-1.3545500812813795
rss_train.extxyz,rss_train.extxyz,16,6,2,-7.189959424948608,0.8542515241294226
rss_train.extxyz,rss_train.extxyz,16,6,3,-11.433895758123139,-1.4369573788513574
rss_train.extxyz,rss_train.extxyz,16,6,4,-9.965312372773575,1.8308621795084656
rss_train.extxyz,rss_train.extxyz,16,6,5,-10.955512425947095,-5.371094196038213
rss_train.extxyz,rss_train.extxyz,17,14,0,-20.369359166750773,-2.8587423964665986
rss_train.extxyz,rss_train.extxyz,17,14,1,6.819206183550456,11.730223089061106
rss_train.extxyz,rss_train.extxyz,17,14,2,-11.248101777657865,-0.6850515392537758
rss_train.extxyz,rss_train.extxyz,17,14,3,9.51129274692915,13.780879638082258
rss_train.extxyz,rss_train.extxyz,17,14,4,4.005331934506131,10.776831762326472
rss_train.extxyz,rss_train.extxyz,17,14,5,11.389722482113896,11.28644172385424
rss_train.extxyz,rss_train.extxyz,17,14,6,0.4714751016416834,7.039313500767312
rss_train.extxyz,rss_train.extxyz,17,14,7,12.4685003930147,7.144515903780313
rss_train.extxyz,rss_train.extxyz,17,14,8,5.762758651178004,1.7350808979393784
rss_train.extxyz,rss_train.extxyz,17,14,9,3.7998606686843885,9.57081966843624
rss_train.extxyz,rss_train.extxyz,17,14,10,-14.91833570367921,-2.8456251176689014
rss_train.extxyz,rss_train.extxyz,17,14,11,6.084464411778406,9.360946149229331
rss_train.extxyz,rss_train.extxyz,17,14,12,7.526043421330826,4.28269165752117
rss_train.extxyz,rss_train.extxyz,17,14,13,5.555326657898384,9.858024977866755
rss_train.extxyz,rss_train.extxyz,18,6,0,-9.931060536766271,3.637269740974832
rss_train.extxyz,rss_train.extxyz,18,6,1,-9.291546215302372,1.216130298225059
rss_train.extxyz,rss_train.extxyz,18,6,2,-7.944750299360635,-9.049546742004399
rss_train.extxyz,rss_train.extxyz,18,6,3,-4.640369946771955,1.2943449749107194
rss_train.extxyz,rss_train.extxyz,18,6,4,-12.646850969246898,8.163772214588834
rss_train.extxyz,rss_train.extxyz,18,6,5,-13.567233771147187,4.937328144577469
rss_train.extxyz,rss_train.extxyz,19,8,0,-0.2184073421752295,0.26285673035745316
rss_train.extxyz,rss_train.extxyz,19,8,1,-5.457670307550487,0.3904644570306983
rss_train.extxyz,rss_train.extxyz,19,8,2,-5.4724355024126545,7.83265957005529
rss_train.extxyz,rss_train.extxyz,19,8,3,-8.882463102817525,-2.0028495850290287
rss_train.extxyz,rss_train.extxyz,19,8,4,-8.649863490117689,-6.451474514374791
rss_train.extxyz,rss_train.extxyz,19,8,5,-6.114389928918293,3.5880165168081395
rss_train.extxyz,rss_train.extxyz,19,8,6,-9.487672381237601,-2.907843746022502
rss_train.extxyz,rss_train.extxyz,19,8,7,-7.451022932070629,3.703046379054831
rss_train.extxyz,rss_train.extxyz,20,12,0,5.559504677560568,13.84620131522949
rss_train.extxyz,rss_train.extxyz,20,12,1,5.559504677554365,13.846201315234488
rss_train.extxyz,rss_train.extxyz,20,12,2,5.559504677560092,13.84620131523052
rss_train.extxyz,rss_train.extxyz,20,12,3,5.559504677551288,13.84620131523725
rss_train.extxyz,rss_train.extxyz,20,12,4,5.5595046775577615,13.846201315232575
rss_train.extxyz,rss_train.extxyz,20,12,5,5.5595046775545,13.846201315234676
rss_train.extxyz,rss_train.extxyz,20,12,6,5.559504677565911,13.846201315226
rss_train.extxyz,rss_train.extxyz,20,12,7,5.559504677559509,13.846201315230985
rss_train.extxyz,rss_train.extxyz,20,12,8,17.492900614150948,18.912911466193208
rss_train.extxyz,rss_train.extxyz,20,12,9,17.492900614157662,18.912911466188703
rss_train.extxyz,rss_train.extxyz,20,12,10,17.492900614158856,18.91291146618807
rss_train.extxyz,rss_train.extxyz,20,12,11,17.49290061415885,18.91291146618676
rss_train.extxyz,rss_train.extxyz,21,12,0,4.905035060544627,4.4144597520525135
rss_train.extxyz,rss_train.extxyz,21,12,1,-5.048636250088293,9.125134232060281
rss_train.extxyz,rss_train.extxyz,21,12,2,0.11181928279318143,9.37054119065017
rss_train.extxyz,rss_train.extxyz,21,12,3,-5.3370166575899205,6.891924243299243
rss_train.extxyz,rss_train.extxyz,21,12,4,-0.10609849777806346,5.762704279407339
rss_train.extxyz,rss_train.extxyz,21,12,5,-4.878033881406129,-2.2359073949579047
rss_train.extxyz,rss_train.extxyz,21,12,6,-6.0198453743737055,0.726452614832872
rss_train.extxyz,rss_train.extxyz,21,12,7,-12.388082283433686,-10.552124208230953
rss_train.extxyz,rss_train.extxyz,21,12,8,-3.477449521585058,-1.0901582587641263
rss_train.extxyz,rss_train.extxyz,21,12,9,0.3159265237556177,0.20241068260275097
rss_train.extxyz,rss_train.extxyz,21,12,10,-3.1446037636607826,-1.2354760856928793
rss_train.extxyz,rss_train.extxyz,21,12,11,-6.629344553014814,-5.627235771775748
rss_train.extxyz,rss_train.extxyz,22,20,0,-2.081313936219445,6.517217692921026
rss_train.extxyz,rss_train.extxyz,22,20,1,-8.194518314959637,8.974274179784455
rss_train.extxyz,rss_train.extxyz,22,20,2,-9.892663299309376,-3.011656766919751
rss_train.extxyz,rss_train.extxyz,22,20,3,-14.434433254100222,0.7805553308891362
rss_train.extxyz,rss_train.extxyz,22,20,4,-11.231130259777018,-6.151569272673239
rss_train.extxyz,rss_train.extxyz,22,20,5,-13.999585110943551,-4.937366492822008
rss_train.extxyz,rss_train.extxyz,22,20,6,-14.76964326498112,2.395467327005546
rss_train.extxyz,rss_train.extxyz,22,20,7,-5.659492449872609,6.83252404325818
rss_train.extxyz,rss_train.extxyz,22,20,8,-2.8084439214845176,7.53388628574972
rss_train.extxyz,rss_train.extxyz,22,20,9,-2.9860179059019423,0.6508903874222876
rss_train.extxyz,rss_train.extxyz,22,20,10,-7.427919680075416,6.526379504448421
rss_train.extxyz,rss_train.extxyz,22,20,11,-9.35967453819476,0.7089183109220594
rss_train.extxyz,rss_train.extxyz,22,20,12,-4.821789988774057,0.8582709774297594
rss_train.extxyz,rss_train.extxyz,22,20,13,-9.406298682173166,6.5862958760527075
rss_train.extxyz,rss_train.extxyz,22,20,14,-4.263545285341095,2.566202485215693
rss_train.extxyz,rss_train.extxyz,22,20,15,-11.079242717293749,-5.235874257808579
rss_train.extxyz,rss_train.extxyz,22,20,16,-12.82691420479822,0.19063938076907117
rss_train.extxyz,rss_train.extxyz,22,20,17,-9.63236013210605,-0.7729914430210096
rss_train.extxyz,rss_train.extxyz,22,20,18,-6.883608806416671,1.7148518887367694
rss_train.extxyz,rss_train.extxyz,22,20,19,-9.90956250650045,1.4668074156892215
rss_train.extxyz,rss_train.extxyz,23,12,0,-8.896510941837754,8.296180503265433
rss_train.extxyz,rss_train.extxyz,23,12,1,-4.691692670901677,2.3080603788773963
rss_train.extxyz,rss_train.extxyz,23,12,2,0.29583998151278834,-2.217974895813632
rss_train.extxyz,rss_train.extxyz,23,12,3,-11.486855765147755,0.07625011369777268
rss_train.extxyz,rss_train.extxyz,23,12,4,-5.127950613202895,-3.8781320455727197
rss_train.extxyz,rss_train.extxyz,23,12,5,-0.06180080293701451,2.6362444270524263
rss_train.extxyz,rss_train.extxyz,23,12,6,-8.023661583334317,-2.8764465328322233
rss_train.extxyz,rss_train.extxyz,23,12,7,-5.166941907349404,8.293967229443084
rss_train.extxyz,rss_train.extxyz,23,12,8,0.1527308769166602,-5.614653018554197
rss_train.extxyz,rss_train.extxyz,23,12,9,-6.108625212495713,5.835682333737756
rss_train.extxyz,rss_train.extxyz,23,12,10,-1.7079157981204105,5.748303099192624
rss_train.extxyz,rss_train.extxyz,23,12,11,-7.071438939833726,2.1101244938167825
rss_train.extxyz,rss_train.extxyz,24,12,0,-0.7649033786405326,-0.8808171589415612
rss_train.extxyz,rss_train.extxyz,24,12,1,-0.03971151707577292,8.859347450170747
rss_train.extxyz,rss_train.extxyz,24,12,2,-1.3925531121840642,4.1877450854592695
rss_train.extxyz,rss_train.extxyz,24,12,3,-6.345160600913459,-9.657242827198003
rss_train.extxyz,rss_train.extxyz,24,12,4,-14.126234798565221,0.24831126290082461
rss_train.extxyz,rss_train.extxyz,24,12,5,-10.774845394706102,-4.751047583327583
rss_train.extxyz,rss_train.extxyz,24,12,6,-13.202883455709141,-4.4456087465772764
rss_train.extxyz,rss_train.extxyz,24,12,7,2.079602783910037,4.625358585381733
rss_train.extxyz,rss_train.extxyz,24,12,8,4.378768045700838,4.152155748135328
rss_train.extxyz,rss_train.extxyz,24,12,9,-9.212576819979915,-0.36124037304013934
rss_train.extxyz,rss_train.extxyz,24,12,10,-11.58725835653232,-0.6779087654939403
rss_train.extxyz,rss_train.extxyz,24,12,11,-6.588166370401364,1.5203691644517159
rss_train.extxyz,rss_train.extxyz,25,6,0,-7.737614916537073,14.446244952352737
rss_train.extxyz,rss_train.extxyz,25,6,1,-9.019125809780707,6.350198306746325
rss_train.extxyz,rss_train.extxyz,25,6,2,-11.97345838490169,-3.819294609702621
rss_train.extxyz,rss_train.extxyz,25,6,3,-9.163295223581287,12.93685769127432
rss_train.extxyz,rss_train.extxyz,25,6,4,-6.929687787006451,14.306442279583013
rss_train.extxyz,rss_train.extxyz,25,6,5,-8.220430447737918,10.013924243683583
rss_train.extxyz,rss_train.extxyz,26,16,0,-1.8352503666425157,1.4538896517773892
rss_train.extxyz,rss_train.extxyz,26,16,1,-5.009703843082491,4.3557646995094235
rss_train.extxyz,rss_train.extxyz,26,16,2,0.24013474035167803,1.0983974057019004
rss_train.extxyz,rss_train.extxyz,26,16,3,-2.9674317075011025,-8.953267874055202
rss_train.extxyz,rss_train.extxyz,26,16,4,-0.958769985467967,10.718088488161126
rss_train.extxyz,rss_train.extxyz,26,16,5,-2.6933727412155903,11.920220874118941
rss_train.extxyz,rss_train.extxyz,26,16,6,8.655548519669445,0.5659853431816737
rss_train.extxyz,rss_train.extxyz,26,16,7,0.4593992799202411,15.249671368138547
rss_train.extxyz,rss_train.extxyz,26,16,8,-0.3229245295364933,-2.2831101415703774
rss_train.extxyz,rss_train.extxyz,26,16,9,-1.0633713995058045,5.5133762246865
rss_train.extxyz,rss_train.extxyz,26,16,10,2.166556562743562,13.924475665933599
rss_train.extxyz,rss_train.extxyz,26,16,11,1.3754613884163227,11.800509663999089
rss_train.extxyz,rss_train.extxyz,26,16,12,3.4203298995661555,-0.02601660545850648
rss_train.extxyz,rss_train.extxyz,26,16,13,-10.499127495208342,-9.326840057202915
rss_train.extxyz,rss_train.extxyz,26,16,14,-2.543991342089946,7.9248059250032945
rss_train.extxyz,rss_train.extxyz,26,16,15,-3.854512233775065,-3.7022663233358024
rss_train.extxyz,rss_train.extxyz,27,8,0,1.2945362100967408,-0.7967533572336196
rss_train.extxyz,rss_train.extxyz,27,8,1,1.6009243973897362,3.5537284593135543
rss_train.extxyz,rss_train.extxyz,27,8,2,-8.181610505308484,-1.3941952508487172
rss_train.extxyz,rss_train.extxyz,27,8,3,-3.2181882885291415,2.5517195313782053
rss_train.extxyz,rss_train.extxyz,27,8,4,1.0602631883279408,1.6520023754291033
rss_train.extxyz,rss_train.extxyz,27,8,5,-5.988697436405133,1.3203806003766467
rss_train.extxyz,rss_train.extxyz,27,8,6,-5.431137575166009,4.427246520738722
rss_train.extxyz,rss_train.extxyz,27,8,7,-0.20500366869949005,6.7863156504549345
rss_train.extxyz,rss_train.extxyz,28,8,0,-4.193429855878026,4.983537173891666
rss_train.extxyz,rss_train.extxyz,28,8,1,1.4043884905892483,1.5547020832896408
rss_train.extxyz,rss_train.extxyz,28,8,2,-6.379010781101069,-8.993481572643235
rss_train.extxyz,rss_train.extxyz,28,8,3,-4.285116760513013,-3.757312476250365
rss_train.extxyz,rss_train.extxyz,28,8,4,5.248933054470655,-0.9534809038238969
rss_train.extxyz,rss_train.extxyz,28,8,5,0.1480746193179101,0.06310158522553633
rss_train.extxyz,rss_train.extxyz,28,8,6,6.176007629833784,-1.8664977592657048
rss_train.extxyz,rss_train.extxyz,28,8,7,5.446730077326919,4.993175165954401
rss_train.extxyz,rss_train.extxyz,29,20,0,-4.211702393616722,9.737649548896568
rss_train.extxyz,rss_train.extxyz,29,20,1,-8.266039987458125,-7.201569161360975
