# r J(r)
3.016000000000000014e+00 1.716506870428436526e+00
3.032000000000000028e+00 1.865701635106580714e+00
3.048000000000000043e+00 2.027523017680062267e+00
3.064000000000000057e+00 2.202144569382183725e+00
3.080000000000000071e+00 2.389225489037321015e+00
3.096000000000000085e+00 2.587846602301673737e+00
3.112000000000000099e+00 2.796678003726167372e+00
3.128000000000000114e+00 3.014057838509945686e+00
3.144000000000000128e+00 3.238445541068077471e+00
3.160000000000000142e+00 3.468606164196562425e+00
3.176000000000000156e+00 3.703912409623945301e+00
3.192000000000000171e+00 3.944353255993036989e+00
3.208000000000000185e+00 4.190366983638776688e+00
3.224000000000000199e+00 4.442655589082736611e+00
3.240000000000000213e+00 4.701624480837273801e+00
3.256000000000000227e+00 4.967252295671975126e+00
3.272000000000000242e+00 5.238879793265521556e+00
3.288000000000000256e+00 5.515184384330245493e+00
3.304000000000000270e+00 5.794439147917421984e+00
3.320000000000000284e+00 6.074938021424331147e+00
3.336000000000000298e+00 6.355325862406915327e+00
3.351999999999999869e+00 6.634892402130073918e+00
3.367999999999999883e+00 6.913753594355846133e+00
3.383999999999999897e+00 7.192825470762344686e+00
3.399999999999999911e+00 7.473520688176784610e+00
3.415999999999999925e+00 7.757489259181321373e+00
3.431999999999999940e+00 8.046230970731226506e+00
3.447999999999999954e+00 8.340542777126611185e+00
3.463999999999999968e+00 8.640425659768611766e+00
3.479999999999999982e+00 8.944854705051666244e+00
3.495999999999999996e+00 9.251626629906224863e+00
3.512000000000000011e+00 9.557806719719142308e+00
3.528000000000000025e+00 9.859748826584363357e+00
3.544000000000000039e+00 1.015364655738381217e+01
3.560000000000000053e+00 1.043575420944431009e+01
3.576000000000000068e+00 1.070314417228404125e+01
3.592000000000000082e+00 1.095360846179017145e+01
3.608000000000000096e+00 1.118617919318494991e+01
3.624000000000000110e+00 1.140091656447868473e+01
3.640000000000000124e+00 1.159885329191308934e+01
3.656000000000000139e+00 1.178154695662648166e+01
3.672000000000000153e+00 1.195095923938486315e+01
3.688000000000000167e+00 1.210868355745395597e+01
3.704000000000000181e+00 1.225593057656474549e+01
3.720000000000000195e+00 1.239328195659895115e+01
3.736000000000000210e+00 1.252044044484244800e+01
3.752000000000000224e+00 1.263637421018558449e+01
3.768000000000000238e+00 1.273932837169940058e+01
3.784000000000000252e+00 1.282699067232936230e+01
3.800000000000000266e+00 1.289651362885791208e+01
3.816000000000000281e+00 1.294476896998915016e+01
3.832000000000000295e+00 1.296836584879650722e+01
3.847999999999999865e+00 1.296369744149409442e+01
3.863999999999999879e+00 1.292729991715438054e+01
3.879999999999999893e+00 1.285592895247187606e+01
3.895999999999999908e+00 1.274712235397397286e+01
3.911999999999999922e+00 1.259933718216525556e+01
3.927999999999999936e+00 1.241251666456900260e+01
3.943999999999999950e+00 1.218833181973420032e+01
3.959999999999999964e+00 1.193026955774215558e+01
3.975999999999999979e+00 1.164355618408305659e+01
3.991999999999999993e+00 1.133490535043392100e+01
4.008000000000000007e+00 1.101187655962054635e+01
4.024000000000000021e+00 1.068228605067307768e+01
4.040000000000000036e+00 1.035355440410385697e+01
4.056000000000000050e+00 1.003202644437580560e+01
4.072000000000000064e+00 9.722495980587941844e+00
4.088000000000000078e+00 9.428012800484680156e+00
4.104000000000000092e+00 9.149948195428482478e+00
4.120000000000000107e+00 8.888051735525897001e+00
4.136000000000000121e+00 8.641104611182711892e+00
4.152000000000000135e+00 8.407408317184561497e+00
4.168000000000000149e+00 8.185350549140226306e+00
4.184000000000000163e+00 7.974089502866998913e+00
4.200000000000000178e+00 7.773750506565209939e+00
4.216000000000000192e+00 7.585500538346086508e+00
4.232000000000000206e+00 7.411102336515015487e+00
4.248000000000000220e+00 7.252785426096042265e+00
4.264000000000000234e+00 7.112320388396145887e+00
4.280000000000000249e+00 6.990643793141070539e+00
4.296000000000000263e+00 6.887665310448244149e+00
4.312000000000000277e+00 6.802286326767359448e+00
4.328000000000000291e+00 6.732466153160905797e+00
4.344000000000000306e+00 6.675981356968687663e+00
4.360000000000000320e+00 6.630520826036062410e+00
4.376000000000000334e+00 6.594061549987716653e+00
4.392000000000000348e+00 6.565018836068555963e+00
4.408000000000000362e+00 6.542167949839435614e+00
4.424000000000000377e+00 6.524496727199572632e+00
4.440000000000000391e+00 6.511170313490740824e+00
4.456000000000000405e+00 6.501434484777459666e+00
4.472000000000000419e+00 6.494733598755989767e+00
4.488000000000000433e+00 6.490711571713831063e+00
4.504000000000000448e+00 6.489554014049102371e+00
4.520000000000000462e+00 6.491790081115854427e+00
4.536000000000000476e+00 6.498343524322864440e+00
4.552000000000000490e+00 6.510269568497769832e+00
4.568000000000000504e+00 6.528618505287980156e+00
4.584000000000000519e+00 6.554095077194222796e+00
4.600000000000000533e+00 6.586994277894881122e+00
4.616000000000000547e+00 6.627002737553336686e+00
4.631999999999999673e+00 6.673239286063322062e+00
4.647999999999999687e+00 6.724505180355640377e+00
4.663999999999999702e+00 6.779474132917701290e+00
4.679999999999999716e+00 6.836876941631653715e+00
4.695999999999999730e+00 6.895754842603420087e+00
4.711999999999999744e+00 6.955634169642864961e+00
4.727999999999999758e+00 7.016606893613607454e+00
4.743999999999999773e+00 7.079200032708591550e+00
4.759999999999999787e+00 7.144246104478312986e+00
4.775999999999999801e+00 7.212791935116569242e+00
4.791999999999999815e+00 7.285843605339020534e+00
4.807999999999999829e+00 7.364238831050037959e+00
4.823999999999999844e+00 7.448692362226703167e+00
4.839999999999999858e+00 7.539536804190176689e+00
4.855999999999999872e+00 7.636900590153874901e+00
4.871999999999999886e+00 7.740467023604479024e+00
4.887999999999999901e+00 7.849629835660265620e+00
4.903999999999999915e+00 7.963369013188551726e+00
4.919999999999999929e+00 8.080433793545601873e+00
4.935999999999999943e+00 8.199510356037819747e+00
4.951999999999999957e+00 8.319321825178759511e+00
4.967999999999999972e+00 8.439013519176800315e+00
4.983999999999999986e+00 8.558415822714408705e+00
5.000000000000000000e+00 8.678154243868673845e+00
5.016000000000000014e+00 8.799940131444243363e+00
5.032000000000000028e+00 8.926266786320319113e+00
5.048000000000000043e+00 9.060353631093834181e+00
5.064000000000000057e+00 9.205574208585089124e+00
5.080000000000000071e+00 9.365210554404983512e+00
5.096000000000000085e+00 9.542007688911644081e+00
5.112000000000000099e+00 9.737790684391276486e+00
5.128000000000000114e+00 9.953406409140713507e+00
5.144000000000000128e+00 1.018890821895043430e+01
5.160000000000000142e+00 1.044347852462347603e+01
5.176000000000000156e+00 1.071594298154713876e+01
5.192000000000000171e+00 1.100487412356782535e+01
5.208000000000000185e+00 1.130900361493648454e+01
5.224000000000000199e+00 1.162723428123112868e+01
5.240000000000000213e+00 1.195875687495628092e+01
5.256000000000000227e+00 1.230295567596288819e+01
5.272000000000000242e+00 1.265946438864609824e+01
5.288000000000000256e+00 1.302800238489525597e+01
5.304000000000000270e+00 1.340840859930302287e+01
5.320000000000000284e+00 1.380057443449184973e+01
5.336000000000000298e+00 1.420439047619026063e+01
5.352000000000000313e+00 1.461979028944126213e+01
5.368000000000000327e+00 1.504656173648662865e+01
5.384000000000000341e+00 1.548422103538155170e+01
5.400000000000000355e+00 1.593193515542329308e+01
5.416000000000000369e+00 1.638826708156967271e+01
5.432000000000000384e+00 1.685100301146110269e+01
5.448000000000000398e+00 1.731718079730400461e+01
5.464000000000000412e+00 1.778298431055826612e+01
5.480000000000000426e+00 1.824392594575455462e+01
5.496000000000000441e+00 1.869514568942696187e+01
5.512000000000000455e+00 1.913151372917275239e+01
5.528000000000000469e+00 1.954820904558332728e+01
5.544000000000000483e+00 1.994077509505808266e+01
5.560000000000000497e+00 2.030535853280163394e+01
5.576000000000000512e+00 2.063886842024152912e+01
5.592000000000000526e+00 2.093916761269781546e+01
5.608000000000000540e+00 2.120496283283376826e+01
5.624000000000000554e+00 2.143600688076422855e+01
5.639999999999999680e+00 2.163308994927125894e+01
5.655999999999999694e+00 2.179804240719447606e+01
5.671999999999999709e+00 2.193357353602526416e+01
5.687999999999999723e+00 2.204299150599730694e+01
5.703999999999999737e+00 2.212984401479524266e+01
5.719999999999999751e+00 2.219738284155252472e+01
5.735999999999999766e+00 2.224799969777119202e+01
5.751999999999999780e+00 2.228289182038379224e+01
5.767999999999999794e+00 2.230199897454969715e+01
5.783999999999999808e+00 2.230374919737391437e+01
5.799999999999999822e+00 2.228573580385905117e+01
5.815999999999999837e+00 2.224500964780884615e+01
5.831999999999999851e+00 2.217879804452715220e+01
5.847999999999999865e+00 2.208537691644714229e+01
5.863999999999999879e+00 2.196423032142199361e+01
5.879999999999999893e+00 2.181668548049940881e+01
5.895999999999999908e+00 2.164580767258114236e+01
5.911999999999999922e+00 2.145623059429411583e+01
5.927999999999999936e+00 2.125356919703897773e+01
5.943999999999999950e+00 2.104381796192852150e+01
5.959999999999999964e+00 2.083253120071345776e+01
5.975999999999999979e+00 2.062451137915105903e+01
5.991999999999999993e+00 2.042328902640400656e+01
6.008000000000000007e+00 2.023106848105405575e+01
6.024000000000000021e+00 2.004913401039955545e+01
6.040000000000000036e+00 1.987793522644252064e+01
6.056000000000000050e+00 1.971781934194808272e+01
6.072000000000000064e+00 1.956917315807217150e+01
6.088000000000000078e+00 1.943285753131398153e+01
6.104000000000000092e+00 1.931026859560735076e+01
6.120000000000000107e+00 1.920330227625966302e+01
6.136000000000000121e+00 1.911409513963364759e+01
6.152000000000000135e+00 1.904460109580426774e+01
6.168000000000000149e+00 1.899644486351718697e+01
6.184000000000000163e+00 1.897052017329661311e+01
6.200000000000000178e+00 1.896680629380525218e+01
6.216000000000000192e+00 1.898470713552206135e+01
6.232000000000000206e+00 1.902295502133996763e+01
6.248000000000000220e+00 1.907985741411634706e+01
6.264000000000000234e+00 1.915362032743171739e+01
6.280000000000000249e+00 1.924228634122322745e+01
6.296000000000000263e+00 1.934371805738334160e+01
6.312000000000000277e+00 1.945545009568146355e+01
6.328000000000000291e+00 1.957450931879474254e+01
6.344000000000000306e+00 1.969752234389740053e+01
6.360000000000000320e+00 1.982085486716579226e+01
6.376000000000000334e+00 1.994116596330512436e+01
6.392000000000000348e+00 2.005605115302440211e+01
6.408000000000000362e+00 2.016461021326343328e+01
6.424000000000000377e+00 2.026788474542481566e+01
6.440000000000000391e+00 2.036878686133551142e+01
6.456000000000000405e+00 2.047141459546842412e+01
6.472000000000000419e+00 2.058052108384723056e+01
6.488000000000000433e+00 2.070006084958599502e+01
6.504000000000000448e+00 2.083244286664339739e+01
6.520000000000000462e+00 2.097792237759070488e+01
6.536000000000000476e+00 2.113438509473586180e+01
6.552000000000000490e+00 2.129796668606012844e+01
6.568000000000000504e+00 2.146384041391806718e+01
6.584000000000000519e+00 2.162724032999086177e+01
6.600000000000000533e+00 2.178450079859301880e+01
6.616000000000000547e+00 2.193361157030716058e+01
6.632000000000000561e+00 2.207428369510417809e+01
6.648000000000000576e+00 2.220787063424592844e+01
6.664000000000000590e+00 2.233674238731789075e+01
6.679999999999999716e+00 2.246364992690659435e+01
6.695999999999999730e+00 2.259135927501776209e+01
6.711999999999999744e+00 2.272212783777178657e+01
6.727999999999999758e+00 2.285773036238305167e+01
6.743999999999999773e+00 2.299944318393049159e+01
6.759999999999999787e+00 2.314785149303603973e+01
6.775999999999999801e+00 2.330316770205569554e+01
6.791999999999999815e+00 2.346508755086107101e+01
6.807999999999999829e+00 2.363308876138539460e+01
6.823999999999999844e+00 2.380616035875448944e+01
6.839999999999999858e+00 2.398300837395952101e+01
6.855999999999999872e+00 2.416218537808697420e+01
6.871999999999999886e+00 2.434182205369154772e+01
6.887999999999999901e+00 2.451997730838536071e+01
6.903999999999999915e+00 2.469440520485039059e+01
6.919999999999999929e+00 2.486256798038471061e+01
6.935999999999999943e+00 2.502172303602868908e+01
6.951999999999999957e+00 2.516895166937021600e+01
6.967999999999999972e+00 2.530142707477576280e+01
6.983999999999999986e+00 2.541682697203599872e+01
7.000000000000000000e+00 2.551384105051216267e+01
7.016000000000000014e+00 2.559233317519071349e+01
7.032000000000000028e+00 2.565385829669149942e+01
7.048000000000000043e+00 2.570160057300278211e+01
7.064000000000000057e+00 2.574014835729946782e+01
7.080000000000000071e+00 2.577523505576463947e+01
7.096000000000000085e+00 2.581289773665452714e+01
7.112000000000000099e+00 2.585867568277155470e+01
7.128000000000000114e+00 2.591701136423827023e+01
7.144000000000000128e+00 2.599067244106760910e+01
7.160000000000000142e+00 2.608035291052365778e+01
7.176000000000000156e+00 2.618482111848863170e+01
7.192000000000000171e+00 2.630139963256926094e+01
7.208000000000000185e+00 2.642637781219296755e+01
7.224000000000000199e+00 2.655563470570944773e+01
7.240000000000000213e+00 2.668531030463314835e+01
7.256000000000000227e+00 2.681218628730825060e+01
7.272000000000000242e+00 2.693360267149371978e+01
7.288000000000000256e+00 2.704781191625381354e+01
7.304000000000000270e+00 2.715362482217659590e+01
7.320000000000000284e+00 2.725025224483621500e+01
7.336000000000000298e+00 2.733734366963565776e+01
7.352000000000000313e+00 2.741471515804663284e+01
7.368000000000000327e+00 2.748256557044863868e+01
7.384000000000000341e+00 2.754152993163507546e+01
7.400000000000000355e+00 2.759251029791037269e+01
7.416000000000000369e+00 2.763707913209931277e+01
7.432000000000000384e+00 2.767676380197431385e+01
7.448000000000000398e+00 2.771323223356508691e+01
7.464000000000000412e+00 2.774784199566462206e+01
7.480000000000000426e+00 2.778134896439894774e+01
7.496000000000000441e+00 2.781404154859998457e+01
7.512000000000000455e+00 2.784558427901921362e+01
7.528000000000000469e+00 2.787536677608920499e+01
7.544000000000000483e+00 2.790257148624497319e+01
7.560000000000000497e+00 2.792682170772170025e+01
7.576000000000000512e+00 2.794820116191634440e+01
7.592000000000000526e+00 2.796726434485682233e+01
7.608000000000000540e+00 2.798517481659050432e+01
7.624000000000000554e+00 2.800338647514368517e+01
7.640000000000000568e+00 2.802340480004796675e+01
7.656000000000000583e+00 2.804636767820500509e+01
7.672000000000000597e+00 2.807336694903679231e+01
7.687999999999999723e+00 2.810497802123097699e+01
7.703999999999999737e+00 2.814140232127554953e+01
7.719999999999999751e+00 2.818284105718455734e+01
7.735999999999999766e+00 2.822911882617006185e+01
7.751999999999999780e+00 2.828022485576414269e+01
7.767999999999999794e+00 2.833610417341471077e+01
7.783999999999999808e+00 2.839672699343861240e+01
7.799999999999999822e+00 2.846219410081350887e+01
7.815999999999999837e+00 2.853282794275754597e+01
7.831999999999999851e+00 2.860924119236712215e+01
7.847999999999999865e+00 2.869239285868106748e+01
7.863999999999999879e+00 2.878379208497949548e+01
7.879999999999999893e+00 2.888538793330627996e+01
7.895999999999999908e+00 2.899953390425275401e+01
7.911999999999999922e+00 2.912832778714446391e+01
7.927999999999999936e+00 2.927341344452579364e+01
7.943999999999999950e+00 2.943493351396502078e+01
7.959999999999999964e+00 2.961143092923705211e+01
7.975999999999999979e+00 2.979941465451667426e+01
7.991999999999999993e+00 2.999364909402515167e+01
8.007999999999999119e+00 3.018786893058094734e+01
8.023999999999999133e+00 3.037568723799079962e+01
8.039999999999999147e+00 3.055217809187086431e+01
8.055999999999999162e+00 3.071418492033491177e+01
8.071999999999999176e+00 3.086123741368669826e+01
8.087999999999999190e+00 3.099541950858548134e+01
8.103999999999999204e+00 3.112051478633853918e+01
8.119999999999999218e+00 3.124123463985029758e+01
8.135999999999999233e+00 3.136244668915209743e+01
8.151999999999999247e+00 3.148838117944576354e+01
8.167999999999999261e+00 3.162264942021791825e+01
8.183999999999999275e+00 3.176842374121666879e+01
8.199999999999999289e+00 3.192878068978445327e+01
8.215999999999999304e+00 3.210664798513285945e+01
8.231999999999999318e+00 3.230486203398439216e+01
8.247999999999999332e+00 3.252555092622270649e+01
8.263999999999999346e+00 3.276914867202927439e+01
8.279999999999999361e+00 3.303370903834631633e+01
8.295999999999999375e+00 3.331468405960269763e+01
8.311999999999999389e+00 3.360500635741901476e+01
8.327999999999999403e+00 3.389564185467714452e+01
8.343999999999999417e+00 3.417733339250011682e+01
8.359999999999999432e+00 3.444189841349328418e+01
8.375999999999999446e+00 3.468338775009550545e+01
8.391999999999999460e+00 3.489952426461117341e+01
8.407999999999999474e+00 3.509164840581936318e+01
8.423999999999999488e+00 3.526453864690278550e+01
8.439999999999999503e+00 3.542537805957250896e+01
8.455999999999999517e+00 3.558259499626913680e+01
8.471999999999999531e+00 3.574455548240091218e+01
8.487999999999999545e+00 3.591852551712916863e+01
8.503999999999999559e+00 3.610988612184961966e+01
8.519999999999999574e+00 3.632212495101637018e+01
8.535999999999999588e+00 3.655692890615622304e+01
8.551999999999999602e+00 3.681440314851430884e+01
8.567999999999999616e+00 3.709359125006983504e+01
8.583999999999999631e+00 3.739265008788588318e+01
8.599999999999999645e+00 3.770895419199167975e+01
8.615999999999999659e+00 3.803890455279493210e+01
8.631999999999999673e+00 3.837826820497222968e+01
8.647999999999999687e+00 3.872163423020366224e+01
8.663999999999999702e+00 3.906321909176073603e+01
8.679999999999999716e+00 3.939693491659227931e+01
8.695999999999999730e+00 3.971680876391216231e+01
8.711999999999999744e+00 4.001803290771932353e+01
8.727999999999999758e+00 4.029680859674171245e+01
8.743999999999999773e+00 4.055086805411744422e+01
8.759999999999999787e+00 4.077929832303085789e+01
8.775999999999999801e+00 4.098284680577641836e+01
8.791999999999999815e+00 4.116318261123484490e+01
8.807999999999999829e+00 4.132310898446317537e+01
8.823999999999999844e+00 4.146623878080902870e+01
8.839999999999999858e+00 4.159670192639328690e+01
8.855999999999999872e+00 4.171895142200867923e+01
8.871999999999999886e+00 4.183767163142532297e+01
8.887999999999999901e+00 4.195692338041560987e+01
8.903999999999999915e+00 4.208020477281139904e+01
8.919999999999999929e+00 4.220989033396662649e+01
8.935999999999999943e+00 4.234667943874583784e+01
8.951999999999999957e+00 4.248971292310587700e+01
8.967999999999999972e+00 4.263678936637641925e+01
8.983999999999999986e+00 4.278468616619015563e+01
9.000000000000000000e+00 4.292960141969575005e+01
9.016000000000000014e+00 4.306802941356879444e+01
9.032000000000000028e+00 4.319697852961920148e+01
9.048000000000000043e+00 4.331436849683000645e+01
9.064000000000000057e+00 4.341927315346143956e+01
9.080000000000000071e+00 4.351158966655338389e+01
9.096000000000000085e+00 4.359216868908798403e+01
9.112000000000000099e+00 4.366214617212008164e+01
9.128000000000000114e+00 4.372290321113010236e+01
9.144000000000000128e+00 4.377579326141042770e+01
9.160000000000000142e+00 4.382188745702254806e+01
9.176000000000000156e+00 4.386184122992338530e+01
9.192000000000000171e+00 4.389595810526166986e+01
9.208000000000000185e+00 4.392437977922796932e+01
9.224000000000000199e+00 4.394747004416104375e+01
9.239999999999998437e+00 4.396600860740147709e+01
9.255999999999998451e+00 4.398182605088849328e+01
9.271999999999998465e+00 4.399769560626171483e+01
9.287999999999998479e+00 4.401741179766974454e+01
9.303999999999998494e+00 4.404549419629628204e+01
