# r(Angstrom)	g(r)_ideal	J(r)_ideal	J(r)_broadened
1.048000000000000043e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.064000000000000057e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.080000000000000071e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.096000000000000085e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.112000000000000099e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.128000000000000114e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.144000000000000128e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.160000000000000142e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.175999999999999934e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.191999999999999948e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.207999999999999963e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.223999999999999977e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.239999999999999991e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.256000000000000005e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.272000000000000020e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.288000000000000034e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.304000000000000048e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.320000000000000062e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.336000000000000076e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.352000000000000091e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.368000000000000105e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.384000000000000119e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.400000000000000133e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.415999999999999925e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.431999999999999940e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.447999999999999954e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.463999999999999968e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.479999999999999982e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.495999999999999996e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.512000000000000011e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.528000000000000025e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.544000000000000039e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.560000000000000053e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.576000000000000068e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.592000000000000082e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.608000000000000096e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.624000000000000110e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.640000000000000124e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.656000000000000139e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.672000000000000153e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.687999999999999945e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.703999999999999959e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.719999999999999973e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.735999999999999988e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.752000000000000002e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.768000000000000016e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.784000000000000030e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.800000000000000044e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.816000000000000059e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.832000000000000073e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.848000000000000087e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.864000000000000101e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.880000000000000115e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.896000000000000130e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.912000000000000144e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.330338891813024205e-09
1.927999999999999936e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.140852611702902510e-08
1.943999999999999950e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.187546808610814449e-07
1.959999999999999964e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.725940148778182723e-07
1.975999999999999979e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.060102566117363795e-06
1.991999999999999993e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.637508429084806164e-06
2.008000000000000007e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.940341693146798159e-05
2.024000000000000021e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.254533705052364615e-05
2.040000000000000036e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.334675647154667864e-04
2.056000000000000050e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.163399103215995220e-04
2.072000000000000064e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.097171461087128106e-04
2.088000000000000078e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.513208360890106689e-03
2.104000000000000092e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.076805921340243413e-03
2.120000000000000107e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.003354361559012572e-03
2.136000000000000121e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.128343682259477440e-02
2.152000000000000135e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.049799166736131564e-02
2.168000000000000149e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.607284720138853595e-02
2.184000000000000163e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.160711675640118817e-02
2.200000000000000178e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.022253354390261632e-01
2.216000000000000192e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.649384641229106330e-01
2.232000000000000206e+00 1.331616634959888038e-04 3.112153729203276419e-04 2.589184238544019467e-01
2.248000000000000220e+00 5.237483463384590924e-04 1.241677260116499579e-03 3.955986975723627674e-01
2.264000000000000234e+00 1.680467278035388491e-03 4.040883729234443118e-03 5.884919646308567343e-01
2.280000000000000249e+00 3.186028971316065377e-03 7.769854097246596709e-03 8.525842050559059304e-01
2.296000000000000263e+00 9.931671959610753261e-03 2.456176563038238794e-02 1.203238378381450646e+00
2.312000000000000277e+00 3.558483526434545047e-02 8.923476169803307156e-02 1.654573157576368914e+00
2.327999999999999847e+00 8.451620824423371203e-02 2.148816873035415409e-01 2.217390734295253907e+00
2.343999999999999861e+00 1.873443378052992159e-01 4.828911381828177585e-01 2.896839664709207618e+00
2.359999999999999876e+00 3.891445241058035243e-01 1.016783239089715796e+00 3.690108955105951605e+00
2.375999999999999890e+00 6.988307606327356369e-01 1.850795073700674420e+00 4.584549182934035017e+00
2.391999999999999904e+00 1.202130065466749276e+00 3.226764414076172205e+00 5.556620864955703176e+00
2.407999999999999918e+00 1.883796317598121828e+00 5.124368558447421229e+00 6.572026392716323606e+00
2.423999999999999932e+00 2.653150366597027521e+00 7.313420490753950176e+00 7.587242493229898521e+00
2.439999999999999947e+00 3.521979269968929849e+00 9.836937162118745803e+00 8.552447460200834684e+00
2.455999999999999961e+00 4.327971119098055652e+00 1.224713564628714657e+01 9.415612991929872777e+00
2.471999999999999975e+00 5.014320682815223584e+00 1.437482237614879210e+01 1.012728218935959745e+01
2.487999999999999989e+00 5.422933740566350913e+00 1.574811215817680043e+01 1.064541949982884184e+01
2.504000000000000004e+00 5.598146635057885234e+00 1.646669221782092407e+01 1.093964759727696645e+01
2.520000000000000018e+00 5.463809765300310595e+00 1.627758982547785038e+01 1.099427115520058962e+01
2.536000000000000032e+00 5.112572003787368757e+00 1.542522064540555071e+01 1.080966141003281855e+01
2.552000000000000046e+00 4.571888686900084764e+00 1.396852138779279251e+01 1.040184129841615146e+01
2.568000000000000060e+00 3.873519917746108820e+00 1.198365455194808327e+01 9.800386188171431812e+00
2.584000000000000075e+00 3.189982909969407032e+00 9.992331282506199841e+00 9.045009858978932726e+00
2.600000000000000089e+00 2.540172286236776600e+00 8.055700631690324798e+00 8.181367920520829173e+00
2.616000000000000103e+00 1.964793873614105513e+00 6.307916323580652573e+00 7.256684087417692552e+00
2.632000000000000117e+00 1.475467946879251979e+00 4.795070515748191653e+00 6.315749519349158625e+00
2.648000000000000131e+00 1.081572419716081201e+00 3.557828541143420065e+00 5.397740056842054379e+00
2.664000000000000146e+00 7.929482861570192886e-01 2.640017190703535022e+00 4.534089672877166244e+00
2.680000000000000160e+00 5.607289286806825812e-01 1.889365581447352449e+00 3.747495253920703817e+00
2.696000000000000174e+00 3.952246554049119731e-01 1.347650430096299923e+00 3.051946649790040489e+00
2.712000000000000188e+00 2.869365989575239362e-01 9.900537333407415375e-01 2.453571782907993715e+00
2.728000000000000203e+00 2.059172038768122548e-01 7.189104779308306270e-01 1.952013504141642430e+00
2.744000000000000217e+00 1.590728613463206764e-01 5.618983492124554058e-01 1.542070423479487307e+00
2.760000000000000231e+00 1.141604534317199326e-01 4.079691261405479774e-01 1.215352191336100063e+00
2.776000000000000245e+00 9.503657633867122756e-02 3.435762658159377536e-01 9.617610264345018978e-01
2.792000000000000259e+00 7.609744053702477418e-02 2.782879021392755670e-01 7.707156775120717063e-01
2.808000000000000274e+00 6.927337604832259355e-02 2.562441796157111651e-01 6.320424048275450346e-01
2.823999999999999844e+00 6.357609889239389245e-02 2.378574230148745861e-01 5.365648690848424662e-01
2.839999999999999858e+00 6.393841706057208640e-02 2.419312722452874320e-01 4.764082484113978944e-01
2.855999999999999872e+00 6.329432787933425564e-02 2.422002838127138014e-01 4.451106540581595272e-01
2.871999999999999886e+00 6.774197357120860519e-02 2.621320749590813626e-01 4.375646098802676298e-01
2.887999999999999901e+00 7.184362150360452948e-02 2.811098368051332397e-01 4.498777703900723179e-01
2.903999999999999915e+00 8.322229593873259335e-02 3.292504415452350841e-01 4.791857227824255494e-01
2.919999999999999929e+00 9.281120496175053469e-02 3.712441023212431079e-01 5.234393140564249647e-01
2.935999999999999943e+00 1.156429043099065357e-01 4.676538798069191372e-01 5.812229678565858926e-01
2.951999999999999957e+00 1.201095932468953659e-01 4.910252795594182706e-01 6.515907708362340678e-01
2.967999999999999972e+00 1.418206129243308189e-01 5.860849917200350312e-01 7.339204828728033148e-01
2.983999999999999986e+00 1.622757639898568804e-01 6.778674012173214747e-01 8.278107356944875983e-01
3.000000000000000000e+00 1.911839013531884679e-01 8.072113842051573673e-01 9.329938667721919821e-01
3.016000000000000014e+00 2.171302122425528558e-01 9.265660436103306807e-01 1.049279095100140502e+00
3.032000000000000028e+00 2.419454227957971160e-01 1.043444257644915218e+00 1.176502080085213953e+00
3.048000000000000043e+00 2.692335603385437315e-01 1.173417521213310222e+00 1.314493651382519390e+00
3.064000000000000057e+00 2.965925237546640503e-01 1.306264638885777263e+00 1.463056872151137222e+00
3.080000000000000071e+00 3.356607443018172487e-01 1.493810250721917310e+00 1.621947281411474373e+00
3.096000000000000085e+00 3.691117122980539511e-01 1.659790135290404978e+00 1.790868374758586956e+00
3.112000000000000099e+00 4.057015867133393905e-01 1.843229158157400960e+00 1.969467192354848795e+00
3.128000000000000114e+00 4.466523254328909620e-01 2.050201454288948177e+00 2.157346579413042864e+00
3.144000000000000128e+00 4.912099920026179456e-01 2.277853118336644833e+00 2.354076662608742598e+00
3.160000000000000142e+00 5.227856877774813560e-01 2.449014202593164047e+00 2.559209157131963508e+00
3.176000000000000156e+00 5.641614931118369425e-01 2.669671815743609233e+00 2.772301225489979259e+00
3.192000000000000171e+00 6.085526902370753666e-01 2.908823706924609453e+00 2.992926485112369139e+00
3.208000000000000185e+00 6.461466626855870699e-01 3.119559502830167919e+00 3.220686255753329785e+00
3.224000000000000199e+00 7.030657323334187359e-01 3.428304952743197020e+00 3.455209446721446476e+00
3.240000000000000213e+00 7.429154553106012138e-01 3.658666827937817612e+00 3.696156943957967567e+00
3.256000000000000227e+00 7.643641552561855068e-01 3.801566169588494137e+00 3.943193394035444665e+00
3.272000000000000242e+00 8.225121519449788421e-01 4.131068173700257695e+00 4.195979865310960122e+00
3.288000000000000256e+00 8.616856975442679367e-01 4.370246677096234933e+00 4.454146610578573195e+00
3.304000000000000270e+00 9.124172408395603284e-01 4.672690427703992455e+00 4.717276136004272757e+00
3.320000000000000284e+00 9.528195348313993618e-01 4.926973983030166870e+00 4.984902202012444050e+00
3.336000000000000298e+00 9.961225824600175027e-01 5.200658283639691071e+00 5.256506253528746342e+00
3.351999999999999869e+00 1.038513750242301192e+00 5.474112520061749976e+00 5.531532995333359182e+00
3.367999999999999883e+00 1.084341820112857180e+00 5.770372139839333947e+00 5.809413680889665699e+00
3.383999999999999897e+00 1.137277016308571254e+00 6.109707515885006934e+00 6.089575332073171587e+00
3.399999999999999911e+00 1.181907253061636576e+00 6.409655394275412199e+00 6.371461197396205201e+00
3.415999999999999925e+00 1.221527518289986736e+00 6.687017013894569928e+00 6.654535124730111662e+00
3.431999999999999940e+00 1.250006728503450182e+00 6.907173388931828306e+00 6.938279886465693380e+00
3.447999999999999954e+00 1.283083374104523999e+00 7.156206117189920946e+00 7.222177348751967152e+00
3.463999999999999968e+00 1.331267019648660899e+00 7.494012079863531461e+00 7.505711756542067903e+00
3.479999999999999982e+00 1.363446790263659114e+00 7.746225415348823695e+00 7.788354657697783345e+00
3.495999999999999996e+00 1.417304369165694800e+00 8.126422967253047247e+00 8.069580055977125355e+00
3.512000000000000011e+00 1.463233638205230891e+00 8.466738373707602960e+00 8.348869792178298610e+00
3.528000000000000025e+00 1.499085888625782736e+00 8.753406919808396580e+00 8.625738667274019278e+00
3.544000000000000039e+00 1.503029367641483649e+00 8.856218885914731942e+00 8.899742890622386327e+00
3.560000000000000053e+00 1.553072924739312688e+00 9.233902691164306731e+00 9.170482857517159303e+00
3.576000000000000068e+00 1.569963359989038354e+00 9.418418546197832697e+00 9.437586934469551991e+00
3.592000000000000082e+00 1.616298455378782029e+00 9.783351626773852061e+00 9.700681069898383413e+00
3.608000000000000096e+00 1.645989732316526899e+00 1.005202658551841388e+01 9.959336263815000478e+00
3.624000000000000110e+00 1.663888842212399855e+00 1.025165863739272432e+01 1.021302069817562952e+01
3.640000000000000124e+00 1.693390411734319478e+00 1.052575634948112437e+01 1.046103812931121624e+01
3.656000000000000139e+00 1.714423890491209246e+00 1.075038538024439205e+01 1.070248054133273641e+01
3.672000000000000153e+00 1.729473046679149029e+00 1.093988085463196747e+01 1.093618057929761989e+01
3.688000000000000167e+00 1.775996936642993074e+00 1.133228494589627289e+01 1.116069811570741876e+01
3.704000000000000181e+00 1.795835048745997975e+00 1.155850987453731271e+01 1.137430125073405129e+01
3.720000000000000195e+00 1.806384240550479747e+00 1.172706856840917666e+01 1.157498740920002511e+01
3.736000000000000210e+00 1.821138340055533211e+00 1.192477303242168318e+01 1.176050291200035147e+01
3.752000000000000224e+00 1.849961444288152901e+00 1.221748418903652933e+01 1.192839932758233346e+01
3.768000000000000238e+00 1.845634399727778874e+00 1.229308581804733436e+01 1.207609484175823233e+01
3.784000000000000252e+00 1.868723161317124903e+00 1.255280183439900021e+01 1.220096312514405135e+01
3.800000000000000266e+00 1.868212172017405415e+00 1.265571947081835802e+01 1.230042882769934742e+01
3.816000000000000281e+00 1.875584504674680852e+00 1.281288172522089219e+01 1.237207319171698039e+01
3.832000000000000295e+00 1.865034322473773098e+00 1.284787428565635992e+01 1.241374066547622945e+01
3.847999999999999865e+00 1.857950885434578980e+00 1.290618259322159389e+01 1.242364585954844358e+01
3.863999999999999879e+00 1.837398511645084387e+00 1.286977768188013194e+01 1.240045704233720869e+01
3.879999999999999893e+00 1.820630346603628213e+00 1.285815561829793019e+01 1.234337704150868831e+01
3.895999999999999908e+00 1.782029270029541923e+00 1.268954875074381938e+01 1.225218977410044019e+01
3.911999999999999922e+00 1.748582361148444786e+00 1.255385864967624698e+01 1.212731409090759627e+01
3.927999999999999936e+00 1.715114141782934976e+00 1.241450578363923896e+01 1.196980968127468614e+01
3.943999999999999950e+00 1.670702067507521926e+00 1.219175626153802305e+01 1.178139431275306670e+01
3.959999999999999964e+00 1.627224136929447562e+00 1.197102116091517487e+01 1.156441123747948474e+01
3.975999999999999979e+00 1.581384936697102006e+00 1.172799570238266575e+01 1.132178494305319560e+01
3.991999999999999993e+00 1.507096713628632623e+00 1.126719049690431973e+01 1.105696685861534512e+01
4.008000000000000007e+00 1.454104319090745889e+00 1.095833162771374880e+01 1.077382396997998626e+01
4.024000000000000021e+00 1.384954711118950188e+00 1.052070795289421667e+01 1.047652554815428338e+01
4.040000000000000036e+00 1.341822449638037984e+00 1.027427611433538956e+01 1.016940946344427310e+01
4.056000000000000050e+00 1.276720833782163389e+00 9.853381251605147995e+00 9.856832132898414756e+00
4.072000000000000064e+00 1.222622547325665110e+00 9.510457045363532202e+00 9.543019608630341821e+00
4.088000000000000078e+00 1.156510139684450156e+00 9.067021970748516679e+00 9.231941384213078194e+00
4.104000000000000092e+00 1.105309960151486637e+00 8.733578673568700879e+00 8.927192169273736155e+00
4.120000000000000107e+00 1.062505105516612813e+00 8.460945676991116216e+00 8.631896572610934015e+00
4.136000000000000121e+00 1.008008317726399428e+00 8.089443107379063136e+00 8.348664188968019317e+00
4.152000000000000135e+00 9.643960245179350466e-01 7.799442311481050716e+00 8.079555602656489199e+00
4.168000000000000149e+00 9.329601202284869554e-01 7.603471977083192002e+00 7.826100066358056218e+00
4.184000000000000163e+00 8.944688551901870399e-01 7.345849461198250552e+00 7.589322157526401824e+00
4.200000000000000178e+00 8.647295605913792871e-01 7.156033011304742786e+00 7.369803021480151983e+00
4.216000000000000192e+00 8.351055661077316783e-01 6.963635518844224492e+00 7.167735366277579345e+00
4.232000000000000206e+00 8.039500000637386234e-01 6.754820405775515901e+00 6.982995633736309493e+00
4.248000000000000220e+00 7.719307647690565322e-01 6.534928119863256946e+00 6.815188919017722391e+00
4.264000000000000234e+00 7.614010273189918410e-01 6.494433879043964630e+00 6.663713792220502974e+00
4.280000000000000249e+00 7.443955982103027669e-01 6.397124212294717616e+00 6.527802040510240822e+00
4.296000000000000263e+00 7.082986601808618499e-01 6.132512113178864688e+00 6.406551822580993871e+00
4.312000000000000277e+00 7.042989393515008967e-01 6.143388603972342210e+00 6.298980821376947148e+00
4.328000000000000291e+00 6.887596183317834519e-01 6.052511592710254185e+00 6.204068102305403620e+00
4.344000000000000306e+00 6.826046220667679743e-01 6.042856857647133317e+00 6.120801688537724772e+00
4.360000000000000320e+00 6.671937603383690796e-01 5.950019700325155370e+00 6.048230939919205795e+00
4.376000000000000334e+00 6.591307870428868565e-01 5.921335559729770104e+00 5.985503764642510660e+00
4.392000000000000348e+00 6.395650597048527786e-01 5.787657751661527961e+00 5.931906768067044311e+00
4.408000000000000362e+00 6.379106812735397813e-01 5.814822936469830061e+00 5.886860784508455957e+00
4.424000000000000377e+00 6.290442484132692247e-01 5.775703381909593759e+00 5.849930711393292349e+00
4.440000000000000391e+00 6.206326185297467157e-01 5.739763342823221315e+00 5.820784152384810284e+00
4.456000000000000405e+00 6.130349815427337257e-01 5.710433398866231691e+00 5.799163538048240696e+00
4.472000000000000419e+00 6.027769509542167947e-01 5.655274321312550256e+00 5.784837427224772455e+00
4.488000000000000433e+00 5.996582763501235869e-01 5.666344533883463264e+00 5.777554394436187124e+00
4.504000000000000448e+00 5.943485565887330901e-01 5.656286838695046448e+00 5.777028298709607768e+00
4.520000000000000462e+00 5.970170150323477198e-01 5.722120871418443500e+00 5.782908705902835678e+00
4.536000000000000476e+00 5.944219104802342946e-01 5.737653930672167668e+00 5.794788456846680091e+00
4.552000000000000490e+00 5.988411054980894432e-01 5.821160305698837689e+00 5.812213752462667138e+00
4.568000000000000504e+00 5.841309017397348091e-01 5.718153657030906167e+00 5.834709259180285379e+00
4.584000000000000519e+00 5.851459789759336783e-01 5.768287417805670003e+00 5.861803777254422698e+00
4.600000000000000533e+00 5.966939873868106758e-01 5.923259696958869114e+00 5.893051439220775123e+00
4.616000000000000547e+00 5.896519771647119601e-01 5.894144903186299800e+00 5.928057445800305914e+00
4.631999999999999673e+00 5.897149053685610820e-01 5.935709738901477905e+00 5.966496749842857383e+00
