property,pressure,mean,std
p8_full,0.0,16.6,1.4298407059684812
p8_full,1.38,16.9,2.64365067451978
p8_full,3.61,16.6,1.837873166945363
p8_full,6.3,9.5,2.273030282830976
p9,0.0,11.9,0.8755950357709131
p9,1.38,11.7,0.9486832980505138
p9,3.61,12.8,0.9189365834726815
p9,6.3,6.6,2.6749870196985173
p10,0.0,54.7,2.3118054512532935
p10,1.38,57.6,3.40587727318528
p10,3.61,57.5,3.4721111093332766
p10,6.3,36.4,3.470510689285432
