icohp_num,icohp_num,atom1,atom2,bond_dist,icohp_value,icohp_scaled,in_dumbbell,color_indumb,center1,b,c,center2,e,f,dih_angle
240.0,240,P102,P111,2.2828,-4.28143,0.6553894667554515,True,1,P102,P16,P25,P111,P153,P198,69.907534
241.0,241,P103,P123,2.24545,-5.05116,0.7732176069435834,True,1,P103,P33,P191,P123,P62,P115,-150.87744
242.0,242,P103,P191,2.24177,-5.23121,0.8007791631267556,True,1,P103,P33,P123,P191,P153,P217,20.9758
243.0,243,P104,P106,2.2325,-5.23681,0.8016363956434219,True,1,P104,P71,P194,P106,P157,P213,-51.070318
244.0,244,P104,P194,2.24423,-5.15358,0.7888957773644691,True,1,P104,P71,P106,P194,P119,P208,-38.995552
245.0,245,P105,P117,2.265,-4.92424,0.7537890442622825,True,1,P105,P122,P224,P117,P149,P169,-127.174322
246.0,246,P105,P122,2.23521,-5.20112,0.7961730691220256,True,1,P105,P117,P224,P122,P150,P174,76.489402
247.0,247,P105,P224,2.212,-5.43613,0.8321477501473369,True,1,P105,P117,P122,P224,P23,P222,49.775701
248.0,248,P106,P157,2.20968,-5.26543,0.8060174661125271,True,1,P106,P104,P213,P157,P36,P144,56.198241
249.0,249,P106,P213,2.20874,-5.51364,0.8440127666414088,True,1,P106,P104,P157,P213,P120,P188,-81.007135
250.0,250,P107,P186,2.18327,-5.68741,0.8706129977880339,True,1,P107,P91,P223,P186,P131,P197,-63.320405
251.0,251,P107,P223,2.30335,-4.64855,0.7115871813123311,True,1,P107,P91,P186,P223,P126,P177,39.213462
252.0,252,P108,P226,2.22665,-5.1768,0.792450230763932,True,1,P108,P5,P88,P226,P172,P184,54.724614
253.0,253,P109,P178,2.25291,-4.90552,0.7509234384208552,True,1,P109,P73,P193,P178,P49,P210,38.633738
254.0,254,P109,P193,2.21724,-5.49394,0.840997145109565,True,1,P109,P73,P178,P193,P53,P165,-89.54742
255.0,255,P110,P139,2.20687,-5.28063,0.8083442400863355,True,1,P110,P41,P242,P139,P11,P91,-69.699311
256.0,256,P110,P171,2.78913,-0.59464,0.09102584709114983,False,0,,,,,,,
257.0,257,P110,P242,2.21018,-5.32477,0.8151010692444872,True,1,P110,P41,P139,P242,P137,P171,71.115026
258.0,258,P111,P153,2.19569,-5.60149,0.8574606017466112,True,1,P111,P102,P198,P153,P79,P191,-65.516917
259.0,259,P111,P198,2.22415,-5.26257,0.8055796652200868,True,1,P111,P102,P153,P198,P60,P217,-47.400633
260.0,260,P112,P196,2.24986,-4.97582,0.7616847680497194,True,1,P112,P236,P244,P196,P116,P119,-10.347577
261.0,261,P112,P236,2.21733,-5.30071,0.8114180309675245,True,1,P112,P196,P244,P236,P51,P133,54.134116
262.0,262,P112,P244,2.19295,-5.4929,0.8408379447850413,True,1,P112,P196,P236,P244,P182,P211,-60.997555
263.0,263,P113,P154,2.19866,-5.43448,0.8318951727093904,True,1,P113,P20,P54,P154,P218,P238,59.416243
264.0,264,P114,P216,2.20867,-5.49941,0.8418344775856659,True,1,P114,P2,P239,P216,P164,P169,74.834256
265.0,265,P114,P239,2.23559,-5.09782,0.7803601907342349,True,1,P114,P2,P216,P239,P40,P66,-75.597478
266.0,266,P115,P123,2.28563,-4.67843,0.7161611290976861,True,1,P115,P134,P156,P123,P62,P103,-171.26353
267.0,267,P115,P134,2.30269,-4.68846,0.7176964937659296,True,1,P115,P123,P156,P134,P163,P199,25.587078
268.0,268,P115,P156,2.23325,-5.25057,0.803742738398659,True,1,P115,P123,P134,P156,P63,P101,-57.485406
269.0,269,P116,P196,2.23475,-5.31976,0.8143341522965412,True,1,P116,P76,P202,P196,P112,P119,-54.991988
270.0,270,P116,P202,2.21471,-5.51179,0.8437295737564389,True,1,P116,P76,P196,P202,P45,P132,71.262719
271.0,271,P117,P149,2.22329,-5.25292,0.8041024699011885,True,1,P117,P105,P169,P149,P2,P164,87.084914
272.0,272,P117,P169,2.24792,-5.15504,0.7891192701277429,True,1,P117,P105,P149,P169,P216,P222,-17.062783
273.0,273,P118,P159,2.24557,-5.03814,0.7712245413423343,True,1,P118,P18,P174,P159,P10,P232,-49.4586
274.0,274,P118,P174,2.20373,-5.51508,0.8442331978599803,True,1,P118,P18,P159,P174,P46,P122,-61.232195
275.0,275,P119,P133,2.24708,-5.04138,0.7717205115841198,True,1,P119,P194,P196,P133,P182,P236,68.183539
276.0,276,P119,P194,2.24698,-5.0952,0.7799591283782232,True,1,P119,P133,P196,P194,P104,P208,-175.409983
277.0,277,P119,P196,2.22748,-5.32845,0.8156643934697251,True,1,P119,P133,P194,P196,P112,P116,-39.233852
278.0,278,P120,P142,2.19276,-5.6659,0.8673203064606246,True,1,P120,P71,P213,P142,P56,P80,-77.101212
279.0,279,P120,P213,2.30004,-4.6188,0.7070331335675415,True,1,P120,P71,P142,P213,P106,P188,-1.837376
280.0,280,P121,P179,2.22605,-5.3505,0.8190397465040986,True,1,P121,P89,P100,P179,P180,P215,-26.109467
281.0,281,P122,P150,2.25988,-5.04175,0.7717771501611138,True,1,P122,P105,P174,P150,P18,P23,1.436954
282.0,282,P122,P174,2.2117,-5.4402,0.8327707744942711,True,1,P122,P105,P150,P174,P46,P118,-79.336116
283.0,283,P124,P176,2.23546,-5.06043,0.7746366329131363,True,1,P124,P9,P57,P176,P138,P170,-36.996581
284.0,284,P125,P221,2.28866,-4.68522,0.7172005235241441,True,1,P125,P33,P64,P221,P79,P203,9.602064
285.0,285,P126,P197,2.25005,-5.1551,0.78912845476185,True,1,P126,P223,P235,P197,P146,P186,-143.971354
286.0,286,P126,P223,2.27403,-5.08218,0.7779660627769741,True,1,P126,P197,P235,P223,P107,P177,107.916848
287.0,287,P126,P235,2.32721,-4.53561,0.6942986383779937,True,1,P126,P197,P223,P235,P14,P31,-24.107596
288.0,288,P127,P129,2.30504,-4.38284,0.6709130291688671,True,1,P127,P168,P243,P129,P54,P238,-44.683503
289.0,289,P127,P168,2.24608,-5.09456,0.7798611589477471,True,1,P127,P129,P243,P168,P37,P38,56.43283
290.0,290,P127,P243,2.26307,-4.68872,0.7177362938470605,True,1,P127,P129,P168,P243,P158,P190,154.202134
291.0,291,P128,P147,2.21375,-5.31057,0.8129273725057978,True,1,P128,P43,P233,P147,P74,P245,-52.333759
292.0,292,P128,P233,2.2244,-5.07234,0.7764597827834033,True,1,P128,P43,P147,P233,P66,P241,-71.473014
293.0,293,P129,P238,2.2363,-5.27205,0.8070308374090147,True,1,P129,P54,P127,P238,P37,P154,17.853334
294.0,294,P130,P189,2.2338,-5.2694,0.8066251827359494,True,1,P130,P69,P201,P189,P85,P192,52.433545
295.0,295,P130,P201,2.2006,-5.4928,0.8408226370615294,True,1,P130,P69,P189,P201,P8,P200,-52.61141
296.0,296,P131,P177,2.22014,-5.48171,0.8391250105240599,True,1,P131,P11,P186,P177,P95,P223,-30.868942
297.0,297,P131,P186,2.31258,-4.51473,0.6911023857087093,True,1,P131,P11,P177,P186,P107,P197,87.200177
298.0,298,P132,P175,2.28982,-4.88262,0.7474179697366307,True,1,P132,P44,P202,P175,P70,P237,18.430416
299.0,299,P132,P202,2.21717,-5.35237,0.8193260009337711,True,1,P132,P44,P175,P202,P45,P116,-66.809998
300.0,300,P133,P182,2.25537,-5.18898,0.7943147114876811,True,1,P133,P119,P236,P182,P76,P244,-26.758351
301.0,301,P133,P236,2.23938,-5.1126,0.7826226722692934,True,1,P133,P119,P182,P236,P51,P112,-62.460358
302.0,302,P134,P163,2.2722,-4.87453,0.746179574904518,True,1,P134,P115,P199,P163,P52,P83,95.888671
303.0,303,P134,P199,2.27917,-4.85978,0.7439216856865131,True,1,P134,P115,P163,P199,P52,P101,11.395354
304.0,304,P135,P230,2.22891,-5.35173,0.8192280315032949,True,1,P135,P32,P81,P230,P36,P58,-61.992324
305.0,305,P136,P220,2.23934,-5.16041,0.7899412948803318,True,1,P136,P4,P89,P220,P17,P215,-26.598731
306.0,306,P137,P242,2.21779,-5.45478,0.8350026405823058,True,1,P137,P59,P248,P242,P110,P171,67.578491
307.0,307,P137,P248,2.20607,-5.35663,0.8199781099553779,False,0,,,,,,,
308.0,308,P138,P176,2.28687,-4.54228,0.6953196635362372,True,1,P138,P9,P67,P176,P124,P170,34.264259
309.0,309,P140,P209,2.19224,-5.67954,0.8694082799476476,False,0,,,,,,,
310.0,310,P141,P195,2.19575,-5.64616,0.864298561839376,True,1,P141,P77,P215,P195,P1,P29,40.289325
311.0,311,P141,P215,2.2104,-5.38718,0.8246546194882628,True,1,P141,P77,P195,P215,P179,P220,-74.481558
312.0,312,P143,P145,2.20784,-5.26579,0.8060725739171699,True,1,P143,P13,P166,P145,P6,P148,25.601182
313.0,313,P143,P166,2.21832,-5.43336,0.8317237262060573,True,1,P143,P13,P145,P166,P51,P225,-83.091991
314.0,314,P144,P157,2.19504,-5.49927,0.8418130467727492,True,1,P144,P58,P208,P157,P36,P106,-65.557864
315.0,315,P144,P208,2.21489,-5.49845,0.8416875234399516,True,1,P144,P58,P157,P208,P12,P194,76.448176
316.0,316,P145,P148,2.2119,-5.36326,0.8209930120242168,True,1,P145,P6,P143,P148,P34,P234,59.237105
317.0,317,P146,P197,2.21839,-5.27242,0.8070874759860087,True,1,P146,P15,P240,P197,P126,P186,-97.62603
318.0,318,P146,P240,2.21603,-5.42913,0.831076209501504,True,1,P146,P15,P197,P240,P27,P53,-66.611919
319.0,319,P147,P245,2.23586,-5.27607,0.807646207894193,True,1,P147,P74,P128,P245,P181,P241,55.461084
320.0,320,P148,P234,2.24492,-5.27702,0.807791631267556,True,1,P148,P34,P145,P234,P48,P225,-81.602721
321.0,321,P149,P164,2.19833,-5.56536,0.8519299212417625,True,1,P149,P2,P117,P164,P62,P216,-55.151141
322.0,322,P151,P155,2.16477,-6.04041,0.9246492617850336,False,0,,,,,,,
323.0,323,P151,P158,2.30039,-4.6241,0.7078444429136721,True,1,P151,P80,P155,P158,P56,P243,16.889977
324.0,324,P153,P191,2.24041,-5.28414,0.8088815411816032,True,1,P153,P79,P111,P191,P103,P217,-24.797112
325.0,325,P154,P218,2.23989,-5.08673,0.7786625641967655,True,1,P154,P113,P238,P218,P28,P38,-49.640531
326.0,326,P154,P238,2.30174,-4.56337,0.6985480624248964,True,1,P154,P113,P218,P238,P37,P129,17.424893
327.0,327,P155,P190,2.17461,-5.85174,0.8957681798351358,False,0,,,,,,,
328.0,328,P158,P243,2.22902,-5.1411,0.7869853734701843,True,1,P158,P56,P151,P243,P127,P190,-84.201775
329.0,329,P159,P232,2.23685,-5.20474,0.7967272087131562,True,1,P159,P10,P118,P232,P83,P183,52.063281
330.0,330,P160,P219,2.2515,-4.59031,0.7026719631390017,False,0,,,,,,,
331.0,331,P160,P248,2.23443,-5.0864,0.7786120487091762,False,0,,,,,,,
332.0,332,P162,P214,2.17975,-5.76963,0.8831990080595165,False,0,,,,,,,
333.0,333,P162,P228,2.25488,-4.91388,0.7522031641064498,True,1,P162,P5,P214,P228,P74,P86,64.259678
334.0,334,P164,P216,2.23295,-5.12198,0.7840585367347094,True,1,P164,P62,P149,P216,P114,P169,50.451997
335.0,335,P165,P193,2.25412,-5.03776,0.771166371992989,True,1,P165,P27,P84,P193,P53,P109,27.731637
336.0,336,P166,P225,2.23762,-5.29972,0.8112664845047568,True,1,P166,P51,P143,P225,P87,P234,59.108315
337.0,337,P167,P207,2.26536,-5.04697,0.7725762133284348,True,1,P167,P7,P98,P207,P90,P187,23.115208
338.0,338,P169,P216,2.19917,-5.52862,0.8463058636234913,True,1,P169,P117,P222,P216,P114,P164,-62.563244
339.0,339,P169,P222,2.21997,-5.4209,0.8298163838564747,True,1,P169,P117,P216,P222,P62,P224,49.765302
340.0,340,P170,P176,2.2578,-5.08828,0.7788998339111999,True,1,P170,P47,P247,P176,P124,P138,38.749231
341.0,341,P170,P247,2.2281,-5.17182,0.7916879061330394,True,1,P170,P47,P176,P247,P9,P65,22.262723
342.0,342,P171,P242,2.26328,-4.66435,0.714005801627211,True,1,P171,P21,P23,P242,P110,P137,-135.069085
343.0,343,P172,P226,2.21439,-5.36547,0.8213313127138298,True,1,P172,P10,P22,P226,P108,P184,58.126558
344.0,344,P173,P187,2.25047,-5.2121,0.7978538571636319,True,1,P173,P50,P97,P187,P70,P207,-91.351553
345.0,345,P175,P237,2.27304,-4.96631,0.760229003543738,True,1,P175,P70,P132,P237,P45,P72,23.997411
346.0,346,P177,P223,2.21652,-5.41852,0.8294520600368915,True,1,P177,P95,P131,P223,P107,P126,-55.059176
347.0,347,P178,P210,2.24736,-4.95312,0.7582099148125186,True,1,P178,P49,P109,P210,P73,P212,-37.895111
348.0,348,P179,P180,2.30241,-4.72092,0.7226653808178916,True,1,P179,P121,P215,P180,P4,P17,-13.35458
349.0,349,P179,P215,2.2174,-5.38435,0.8242214109128762,True,1,P179,P121,P180,P215,P141,P220,84.46111
350.0,350,P181,P245,2.24045,-5.09015,0.7791860883408724,True,1,P181,P43,P93,P245,P147,P241,-80.551044
351.0,351,P182,P244,2.21428,-5.3274,0.8155036623728502,True,1,P182,P76,P133,P244,P112,P211,89.461144
352.0,352,P183,P232,2.19781,-5.50491,0.8426764023788201,True,1,P183,P39,P46,P232,P83,P159,-53.469692
353.0,353,P184,P226,2.22181,-5.26213,0.8055123112366344,True,1,P184,P55,P86,P226,P108,P172,-49.828503
354.0,354,P185,P188,2.22411,-5.21242,0.79790284187887,True,1,P185,P80,P190,P188,P56,P213,-85.895015
355.0,355,P185,P190,2.26552,-4.93111,0.75484068486755,True,1,P185,P80,P188,P190,P155,P243,16.596409
356.0,356,P186,P197,2.21876,-5.21125,0.7977237415137807,True,1,P186,P107,P131,P197,P126,P146,71.907729
357.0,357,P187,P207,2.18821,-5.7356,0.8779897897484175,True,1,P187,P70,P173,P207,P90,P167,68.475042
358.0,358,P188,P213,2.20579,-5.52847,0.8462829020382234,True,1,P188,P56,P185,P213,P106,P120,73.662054
359.0,359,P189,P192,2.2189,-5.26046,0.8052566722539858,True,1,P189,P85,P130,P192,P8,P61,-87.489577
360.0,360,P190,P243,2.23233,-5.02863,0.7697687768363527,True,1,P190,P155,P185,P243,P127,P158,56.658556
361.0,361,P191,P217,2.23033,-5.33436,0.8165690799292783,True,1,P191,P103,P153,P217,P25,P198,91.228454
362.0,362,P194,P208,2.28686,-4.75766,0.7282894384361629,True,1,P194,P104,P119,P208,P12,P144,21.101311
363.0,363,P198,P217,2.22889,-5.29575,0.8106587678813345,True,1,P198,P60,P111,P217,P25,P191,44.043311
364.0,364,P200,P201,2.23005,-5.39129,0.8252837669246017,True,1,P200,P85,P101,P201,P8,P130,-69.325751
365.0,365,P203,P221,2.19693,-5.53123,0.8467053952071517,True,1,P203,P15,P27,P221,P79,P125,66.832135
366.0,366,P204,P229,2.2512,-4.99955,0.7653172908390928,True,1,P204,P44,P45,P229,P70,P72,18.878272
367.0,367,P206,P214,2.4933,-2.57454,0.39410346490321685,False,0,,,,,,,
368.0,368,P209,P231,2.22752,-5.47736,0.8384591245512923,False,0,,,,,,,
369.0,369,P209,P246,2.63599,-1.72335,0.26380565314229293,False,0,,,,,,,
370.0,370,P210,P212,2.21904,-5.58631,0.8551368893175051,True,1,P210,P73,P178,P212,P89,P99,-81.858807
371.0,371,P211,P244,2.20349,-5.43781,0.8324049199023367,True,1,P211,P51,P87,P244,P112,P182,-69.468374
372.0,372,P215,P220,2.22464,-5.29098,0.809928589469817,True,1,P215,P141,P179,P220,P17,P136,-51.140475
373.0,373,P219,P246,2.28032,-4.18389,0.6404583132419461,False,0,,,,,,,
374.0,374,P222,P224,2.28014,-4.84919,0.7423005977666032,True,1,P222,P62,P169,P224,P23,P105,44.156723
375.0,375,P225,P234,2.27,-5.06464,0.7752810880729871,True,1,P225,P87,P166,P234,P48,P148,24.567531
376.0,376,P233,P241,2.28701,-4.73364,0.7246125232486051,True,1,P233,P66,P128,P241,P40,P245,-3.351273
377.0,377,P241,P245,2.21421,-5.4566,0.8352812411502223,True,1,P241,P40,P233,P245,P147,P181,77.635593
378.0,378,P246,P248,2.43812,-2.8968,0.44343413469265913,False,0,,,,,,,
