system,pressure,mean,std
a-As,0.0,0.4363888888888889,0.02074815922223248
a-As,2.0,0.44488888888888883,0.017171520349436475
a-As,4.0,0.4607777777777778,0.026811973900562485
a-As,6.0,0.4706111111111111,0.02022958504545041
a-P,0.0,0.03125,0.005781132571937249
a-P,1.38,0.04586693548387097,0.007983605087712852
a-P,3.61,0.0985383064516129,0.0275417234545869
a-P,6.3,0.3206653225806452,0.02875959362774484
